track_name,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
María Cristina - Remasterizado,r&b,0.514,0.631,8,-8.591,1,0.0354,0.295,1.64E-05,0.0294,0.92,94.828,260267
Píntate Los Labios María (Son),r&b,0.571,0.489,4,-10.132,0,0.0376,0.57,0.00884,0.0888,0.64,100.634,275827
Lágrimas Negras,r&b,0.494,0.435,11,-13.297,0,0.0839,0.26,0,0.215,0.819,88.571,208797
Ya Te Olvide,r&b,0.672,0.853,2,-4.198,0,0.0638,0.603,8.92E-06,0.0274,0.891,98.691,280320
Mi Historia Entre Tus Dedos,r&b,0.724,0.942,0,-4.585,1,0.049,0.419,3.53E-06,0.0682,0.81,100.027,307336
Por Ese Hombre,r&b,0.721,0.941,0,-3.649,0,0.0541,0.552,0,0.157,0.789,103.024,277524
Por una camarera,r&b,0.824,0.683,6,-4.361,0,0.0322,0.165,5.60E-06,0.784,0.964,134.976,214781
Doble Juego,r&b,0.69,0.727,10,-9.256,1,0.0295,0.192,0.00458,0.0595,0.705,126.997,196293
La choza de Chacho y Chicha,r&b,0.804,0.495,9,-12.448,0,0.153,0.33,0,0.343,0.86,89.998,284761
Balsero,r&b,0.825,0.512,7,-11.777,1,0.0919,0.526,0,0.0862,0.943,90.041,290769
14 de Febrero,r&b,0.73,0.695,0,-6.837,0,0.0347,0.76,0,0.328,0.815,140.016,200267
Ojos Negros,r&b,0.597,0.28,0,-10.396,0,0.0593,0.803,0,0.089,0.528,77.565,258093
Havana 1957,r&b,0.697,0.752,11,-4.53,0,0.0773,0.313,2.35E-04,0.0578,0.715,93.019,305186
Guajira Guantanamera - Remasterizado,r&b,0.686,0.573,9,-7.304,1,0.0518,0.877,0.0267,0.134,0.764,129.434,178427
To Be With You - Re-edit,r&b,0.646,0.837,5,-9.621,1,0.0456,0.078,0.768,0.0597,0.781,131.054,435508
Money Can't Buy Love,r&b,0.475,0.469,2,-8.122,0,0.0378,0.244,3.28E-06,0.384,0.661,126.804,120680
Kajo Golo Weka,r&b,0.478,0.649,5,-8.086,0,0.377,0.27,4.92E-05,0.302,0.589,77.206,264120
Disco Inferno,r&b,0.676,0.704,10,-8.534,1,0.0329,3.62E-04,0.0709,0.139,0.812,129.594,213840
Big Yellow Taxi,r&b,0.611,0.47,4,-9.135,1,0.0356,0.579,0,0.581,0.97,85.527,134800
People Get Ready,r&b,0.398,0.249,1,-12.719,1,0.0414,0.906,5.71E-06,0.189,0.349,142.239,163360
Don't Bring Me Down,r&b,0.638,0.867,2,-6.469,1,0.0331,0.144,7.33E-04,0.0846,0.805,115.692,243373
Didn't I (Blow Your Mind This Time),r&b,0.484,0.59,9,-6.663,1,0.0283,0.795,0.00306,0.155,0.324,140.588,201067
"Through the Eyes of Love (Theme from the Motion Picture ""Ice Castles"")",r&b,0.418,0.306,10,-12.679,1,0.0289,0.746,3.98E-05,0.0995,0.19,71.251,254493
Tumbling Dice,r&b,0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,226333
Rock & Roll - 2015 Remastered Full Length Version,r&b,0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14E-06,0.544,0.742,132.526,283000
Metal Guru,r&b,0.251,0.917,2,-5.552,1,0.118,6.78E-04,4.53E-04,0.217,0.504,127.112,149707
Street Life,r&b,0.658,0.757,10,-8.751,0,0.0455,0.0904,0.0076,0.188,0.808,107.418,256613
Corona,r&b,0.47,0.913,7,-10.196,1,0.0343,6.59E-05,0.267,0.222,0.977,130.425,145533
Muskrat Love,r&b,0.394,0.256,9,-16.528,1,0.056,0.885,1.33E-04,0.249,0.22,204.527,228160
Shake Your Body (Down to the Ground),r&b,0.82,0.613,0,-9.152,1,0.0606,0.0208,1.01E-04,0.372,0.816,117.602,479440
Y.M.C.A.,r&b,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,286667
Tom Sawyer,r&b,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880
At Last - Single Version,r&b,0.168,0.326,5,-9.981,1,0.0324,0.721,6.00E-04,0.316,0.322,174.794,182400
Express Yourself,r&b,0.789,0.683,8,-8.835,1,0.086,0.48,0,0.35,0.882,92.311,233613
Lets Get It On - Marvin Gay Sample,r&b,0.571,0.387,8,-12.372,1,0.459,0.0549,0,0.0803,0.196,164.977,246587
Misty Blue,r&b,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,222400
Papa was a rollin'stone,r&b,0.785,0.476,5,-12.061,0,0.0433,0.0957,0.0317,0.0407,0.865,119.993,203360
You Make Me Feel Like Dancing - Remastered,r&b,0.758,0.55,8,-11.776,0,0.0383,0.0716,1.40E-05,0.0889,0.833,95.686,173067
(Your Love Keeps Lifting Me) Higher & Higher,r&b,0.634,0.677,2,-7.19,1,0.0448,0.318,0,0.0902,0.939,95.792,179120
Groove Me,r&b,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48E-05,0.0279,0.878,103.62,184467
"December, 1963 (Oh What a Night!)",r&b,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,197147
California Soul,r&b,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48E-05,0.366,0.539,94.582,177227
Car Wash,r&b,0.667,0.521,9,-13.212,0,0.115,0.202,6.55E-05,0.0723,0.856,117.917,307573
Without You - Remastered,r&b,0.453,0.213,4,-13.656,1,0.0279,0.554,3.68E-06,0.0506,0.0955,64.177,203000
Son Of A Preacher Man,r&b,0.404,0.43,4,-12.327,1,0.224,0.538,0,0.0802,0.641,180.061,148053
I Will Survive,r&b,0.773,0.641,0,-10.375,1,0.0421,0.0154,0.00104,0.302,0.66,116.287,197573
More Than a Feeling,r&b,0.377,0.682,7,-8.039,1,0.0299,8.94E-04,0.00217,0.0504,0.288,108.736,285133
Grease - 2007 Remaster,r&b,0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,207307
Easy (LIke Sunday Morning),r&b,0.584,0.435,10,-11.736,0,0.0263,0.301,0.00734,0.126,0.399,132.439,266320
Tell It Like It Is,r&b,0.542,0.461,2,-7.071,0,0.0286,0.465,0,0.177,0.629,94.214,164560
At Seventeen,r&b,0.599,0.164,0,-23.035,1,0.0475,0.888,6.12E-04,0.121,0.317,125.388,280493
Stomp!,r&b,0.881,0.582,7,-14.07,0,0.0444,0.0789,0.00289,0.0686,0.898,119.579,246133
Sunny,r&b,0.647,0.868,0,-6.427,0,0.105,0.0876,0.124,0.129,0.803,121.822,242240
Lust For Life,r&b,0.2,0.943,9,-8.217,1,0.0544,0.0125,0,0.139,0.778,203.243,313800
You Dropped A Bomb On Me,r&b,0.786,0.627,9,-11.177,1,0.0339,0.00737,0.00186,0.181,0.831,126.461,312907
Like a Rolling Stone,r&b,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,369600
Upside Down,r&b,0.887,0.904,5,-5.107,0,0.0703,0.079,0.0101,0.0165,0.89,107.955,244827
Let's Dance - 2002 Remaster,r&b,0.654,0.641,8,-9.771,1,0.0482,0.00535,0.00321,0.209,0.794,114.696,247600
American Girl,r&b,0.55,0.824,2,-5.988,1,0.0334,0.448,1.27E-04,0.366,0.777,114.512,214733
It's Not Unusual,r&b,0.496,0.596,0,-12.564,1,0.047,0.51,0,0.22,0.905,92.733,125533
Shake Your Groove Thing,r&b,0.867,0.73,9,-6.605,1,0.0496,0.45,0.0143,0.0817,0.917,132.57,346133
Cissy Strut,r&b,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,186853
Your Love Gets Sweeter,r&b,0.687,0.589,7,-10.491,1,0.113,0.635,5.26E-06,0.137,0.686,92.021,192400
Build Me Up Buttercup,r&b,0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,177533
You Make My Dreams,r&b,0.751,0.501,5,-12.151,1,0.0552,0.234,0.112,0.0467,0.902,167.058,190627
(What A) Wonderful World - Remastered,r&b,0.524,0.543,11,-9.889,1,0.0397,0.734,0,0.275,0.877,128.091,125507
You Can't Hurry Love,r&b,0.472,0.712,10,-9.301,1,0.0758,0.318,0,0.0824,0.693,192.915,167933
Can't Take My Eyes off You,r&b,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07E-05,0.0799,0.561,123.711,203680
Easy,r&b,0.507,0.389,10,-9.221,0,0.0306,0.753,1.15E-04,0.178,0.249,132.79,270574
I Got The... - 2006 Remaster,r&b,0.476,0.604,0,-10.85,0,0.117,0.11,4.15E-05,0.134,0.583,87.304,395373
I Can't Stand The Rain,r&b,0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400
Proud Mary,r&b,0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55E-06,0.111,0.367,171.067,327400
Nothing From Nothing,r&b,0.81,0.827,9,-4.093,0,0.029,0.59,0.0142,0.198,0.919,102.816,156200
Mess Around,r&b,0.565,0.962,8,-2.981,1,0.064,0.437,0,0.056,0.906,148.808,160227
Land of 1000 Dances,r&b,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,146973
Blame It on the Boogie,r&b,0.774,0.641,1,-10.193,1,0.0799,0.0765,0,0.0867,0.875,113.256,214200
Smooth Operator - Single Version,r&b,0.734,0.581,9,-6.619,0,0.032,0.24,5.85E-04,0.0298,0.962,119.337,258693
What Is Hip?,r&b,0.666,0.733,9,-5.884,1,0.0563,0.138,3.49E-04,0.0892,0.597,101.858,304733
Green Onions,r&b,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,176333
Lovin' You,r&b,0.392,0.213,9,-12.494,1,0.0415,0.903,1.01E-06,0.12,0.312,100.518,203507
I'm Coming Out,r&b,0.739,0.917,5,-4.459,1,0.0504,0.177,0.119,0.0834,0.749,110.163,325267
The Rubberband Man,r&b,0.821,0.611,10,-9.795,1,0.0555,0.414,1.52E-04,0.0943,0.96,97.264,444133
Tell Me Something Good,r&b,0.659,0.534,1,-9.913,1,0.246,0.614,0,0.125,0.764,74.345,278000
Ain't No Love In The Heart Of The City - Single Version,r&b,0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,233560
Standing on the Verge of Getting It On,r&b,0.747,0.777,8,-7.374,1,0.123,0.0582,0,0.339,0.757,116.142,307267
Clean up Woman,r&b,0.865,0.652,5,-9.046,1,0.143,0.566,9.19E-04,0.0833,0.829,90.081,169533
Just Kissed My Baby,r&b,0.719,0.615,0,-13.674,1,0.122,0.0345,0.0492,0.0573,0.961,170.888,283573
Hard Times,r&b,0.662,0.909,9,-5.817,0,0.057,0.372,5.78E-05,0.0841,0.714,91.453,203373
Atomic Dog,r&b,0.899,0.491,6,-11.043,0,0.258,0.148,3.82E-06,0.411,0.826,107.706,287107
Them Changes,r&b,0.664,0.743,4,-9.364,1,0.0326,0.117,2.90E-05,0.192,0.824,113.071,199933
Be Thankful For What You've Got - Pt. 1,r&b,0.86,0.444,11,-15.009,0,0.131,0.589,0.206,0.0861,0.909,91.955,208240
Give Up The Funk (Tear The Roof Off The Sucker),r&b,0.717,0.665,9,-9.503,1,0.0523,0.0659,0,0.326,0.774,105.693,348067
It's Your Thing,r&b,0.376,0.67,10,-9.273,1,0.0854,0.0727,2.52E-06,0.0718,0.837,185.503,169293
Superfly,r&b,0.784,0.708,2,-9.141,1,0.11,0.457,7.50E-05,0.0913,0.749,120.109,233600
Jungle Boogie,r&b,0.808,0.85,5,-8.772,1,0.0868,0.115,1.09E-04,0.316,0.717,106.855,186533
Think (About It) - Single Version,r&b,0.755,0.701,9,-5.894,1,0.226,0.196,9.66E-04,0.0375,0.738,112.798,200387
Pick Up the Pieces,r&b,0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,239908
Brick House,r&b,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,208893
Thank You (Falettinme Be Mice Elf Agin) - single master,r&b,0.9,0.709,9,-12.683,1,0.0636,0.296,4.70E-04,0.0863,0.897,105.822,291320
Fire,r&b,0.65,0.744,5,-11.732,1,0.0601,0.354,0.0188,0.315,0.846,107.297,276333
Get Up Offa That Thing,r&b,0.883,0.664,4,-10.395,1,0.411,0.225,2.30E-06,0.941,0.8,118.104,250200
Play That Funky Music,r&b,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,300000
Superstition - Single Version,r&b,0.643,0.628,10,-12.075,0,0.0748,0.0443,0.00613,0.0359,0.894,100.392,245493
Shining Star,r&b,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160
Give It To Me Baby,r&b,0.706,0.727,11,-8.714,1,0.0456,0.114,7.70E-05,0.174,0.965,119.55,248133
Pusherman,r&b,0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,300693
Got To Give It Up (Pt. 1),r&b,0.864,0.844,11,-9.354,0,0.0433,0.206,6.03E-04,0.344,0.887,122.644,252640
Papa Was A Rollin' Stone,r&b,0.689,0.315,5,-19.756,0,0.0874,0.816,0.109,0.0903,0.723,119.943,415800
Flash Light,r&b,0.704,0.735,10,-10.426,1,0.0594,0.28,0.149,0.475,0.681,105.182,346667
Hollywood Swinging,r&b,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933
Love Rollercoaster,r&b,0.612,0.817,0,-10.13,1,0.0741,0.196,0,0.055,0.467,115.132,290160
Get The Funk Out Ma Face,r&b,0.88,0.57,2,-13.145,1,0.0821,0.292,0.0388,0.0674,0.791,106.035,147000
Low Rider,r&b,0.811,0.647,0,-10.989,1,0.0498,0.0823,0.681,0.0572,0.99,139.787,191560
Higher Ground,r&b,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.19,0.821,125.476,222447
Corda Bamba,r&b,0.562,0.523,4,-6.709,0,0.0383,0.361,8.74E-06,0.207,0.527,83.939,191479
Até o céu,r&b,0.628,0.874,1,-1.818,0,0.0613,0.391,0,0.337,0.691,81.967,166829
Um Pouco De Você,r&b,0.774,0.603,9,-7.367,0,0.0711,0.168,0,0.288,0.646,89.998,162867
Pra Te Convencer,r&b,0.789,0.715,9,-3.804,0,0.339,0.279,0,0.0938,0.907,91.803,222378
Se Prepara,r&b,0.726,0.443,11,-6.985,1,0.0454,0.387,0,0.0735,0.261,123.869,182416
Certo pra Você,r&b,0.783,0.608,4,-6.913,0,0.0354,0.166,0,0.107,0.64,117.988,211541
Evitar,r&b,0.674,0.575,11,-7.716,0,0.0388,0.413,0,0.0886,0.669,119.992,176000
Tudo de bom,r&b,0.738,0.596,7,-6.958,1,0.0672,0.232,1.09E-06,0.221,0.457,94.017,164760
NADA FÁCIL,r&b,0.615,0.699,4,-5.5,0,0.063,0.688,0,0.142,0.464,167.993,198847
Ilusão,r&b,0.596,0.607,5,-6.682,0,0.209,0.34,0,0.0808,0.446,129.252,217732
7 Chamadas,r&b,0.893,0.482,5,-7.716,1,0.0602,0.0848,0,0.496,0.692,105.066,173914
Só Você,r&b,0.639,0.493,2,-10.424,0,0.138,0.698,0,0.106,0.483,89.973,133000
Noronha,r&b,0.558,0.528,7,-6.356,1,0.0356,0.836,0,0.118,0.58,79.397,143931
Marginais Acústico #1,r&b,0.722,0.606,4,-8.979,0,0.233,0.569,0,0.0971,0.65,89.023,226731
Preta,r&b,0.563,0.692,2,-3.294,0,0.0981,0.357,0,0.126,0.476,123.065,260244
Não Dá Mais,r&b,0.808,0.588,0,-6.491,1,0.113,0.127,0,0.113,0.771,149.969,169600
Me Diz,r&b,0.668,0.42,3,-9.187,0,0.034,0.72,0,0.0837,0.781,124.051,193558
Pirata,r&b,0.598,0.407,3,-13.918,0,0.0695,0.523,0,0.121,0.673,60.01,194500
Será Que Eu Posso...,r&b,0.553,0.536,6,-5.726,0,0.157,0.0585,0,0.0513,0.436,199.755,205105
Outro Dia,r&b,0.841,0.303,9,-14.794,1,0.389,0.313,7.14E-06,0.0926,0.32,128.061,232525
Baila Mais,r&b,0.757,0.547,7,-5.509,0,0.0353,0.462,0,0.0789,0.527,101.023,386139
Roda de Samba,r&b,0.795,0.555,8,-6.391,0,0.13,0.33,0,0.0737,0.61,71.004,145507
A Braba,r&b,0.589,0.457,6,-10.544,0,0.258,0.617,0,0.128,0.72,101.616,172960
Foda Que Ela É Linda,r&b,0.656,0.655,7,-7.822,0,0.0938,0.375,0,0.699,0.421,147.927,183582
Falando Dela,r&b,0.796,0.339,7,-11.581,1,0.204,0.344,1.78E-06,0.16,0.579,99.993,165850
Tudo o Que Você Quiser,r&b,0.782,0.724,9,-4.904,0,0.158,0.145,0,0.325,0.805,127.985,256106
Se Essa Mina,r&b,0.769,0.713,6,-5.476,0,0.0822,0.453,0,0.0753,0.379,120.03,407166
Meu Bem,r&b,0.776,0.442,6,-6.269,1,0.0514,0.0702,0.00496,0.0754,0.588,95.971,195625
Malvadão 2,r&b,0.881,0.595,11,-9.781,1,0.0714,0.282,1.17E-04,0.112,0.911,130.019,149113
Louca Vida,r&b,0.508,0.63,4,-7.589,0,0.0521,0.133,0,0.119,0.198,89.962,210694
Fogo,r&b,0.658,0.426,0,-7.338,0,0.135,0.146,0,0.115,0.426,74.478,181800
Só Nós Dois (Rasta Beats Jam III),r&b,0.715,0.682,0,-7.282,0,0.147,0.561,0,0.166,0.781,90.011,185891
Ela Me Faz Bem,r&b,0.797,0.453,5,-10.412,1,0.0473,0.381,0,0.156,0.475,146.045,167733
Conspiração,r&b,0.822,0.51,5,-6.954,0,0.0634,0.342,0,0.401,0.339,134.853,170667
Edredom,r&b,0.689,0.619,7,-6.164,1,0.358,0.178,0,0.375,0.71,95.922,172700
Volta,r&b,0.591,0.639,2,-5.166,0,0.0925,0.22,0,0.088,0.318,75.563,180817
Kenny G,r&b,0.417,0.767,9,-3.31,1,0.194,0.0778,0,0.113,0.152,72.573,189600
Reencontrar,r&b,0.712,0.312,4,-11.511,0,0.0413,0.609,0,0.138,0.518,123.904,154839
Libriana,r&b,0.638,0.532,1,-8.598,1,0.0915,0.572,0,0.0962,0.495,93.972,201762
Grupo bom,r&b,0.79,0.566,1,-6.402,0,0.0413,0.685,0,0.0886,0.587,121.948,180669
Meu Neném,r&b,0.668,0.655,8,-3.863,0,0.0404,0.0827,0,0.0789,0.319,120.073,186674
"Pode Me Esperar (feat. Meucci, Tasdan & Agatha)",r&b,0.689,0.681,11,-6.578,0,0.0289,0.265,0,0.272,0.615,104.064,210012
Vem Comigo,r&b,0.799,0.667,3,-5.725,1,0.067,0.789,0,0.128,0.593,130.021,153167
Toque Na Pele,r&b,0.637,0.591,10,-9.134,0,0.206,0.0444,0,0.126,0.773,83,161928
"Enrolando, Enrolando",r&b,0.846,0.394,5,-8.144,0,0.0996,0.36,0,0.0926,0.644,130.022,209255
Só pra Relaxar,r&b,0.722,0.78,3,-3.553,0,0.102,0.292,0,0.0541,0.812,109.423,160242
Uma Dose,r&b,0.535,0.635,7,-6.364,0,0.0473,0.415,8.47E-04,0.0712,0.434,99.01,184894
Vidigal,r&b,0.767,0.63,6,-8.005,1,0.0486,0.129,0,0.0992,0.808,134.001,150448
Vem Cá,r&b,0.753,0.396,11,-8.19,1,0.133,0.525,0,0.182,0.724,80.951,166661
Mais um Som de Amor,r&b,0.712,0.605,9,-6.45,1,0.142,0.132,0,0.131,0.511,94.953,214490
A Banca Sessions #1,r&b,0.899,0.42,4,-11.74,0,0.37,0.6,2.68E-06,0.114,0.426,120.06,176000
Seu olhar - Remix,r&b,0.449,0.598,3,-4.92,0,0.269,0.375,0,0.105,0.689,48.981,198621
Tentação,r&b,0.541,0.59,1,-6.303,1,0.158,0.00325,0,0.0415,0.776,192.318,156604
Sexymecri,r&b,0.739,0.708,5,-6.761,0,0.059,0.0769,4.74E-06,0.241,0.216,97.975,199460
Singular,r&b,0.706,0.796,5,-3.316,0,0.204,0.505,0,0.0642,0.804,160.182,267000
Cida,r&b,0.586,0.264,10,-12.856,1,0.0616,0.71,0,0.0936,0.21,80.162,186000
Nosso Plano,r&b,0.782,0.63,9,-10.022,0,0.317,0.421,0,0.268,0.293,139.942,219429
Despedida (feat. Anna & RNT),r&b,0.67,0.562,7,-6.036,0,0.035,0.596,0,0.0726,0.446,85.887,262587
Na Tua Casa,r&b,0.733,0.685,0,-6.211,1,0.0308,0.338,0,0.28,0.117,109.067,204220
Embrasa,r&b,0.699,0.531,0,-5.714,1,0.0889,0.107,0,0.568,0.701,127.967,243021
De Love,r&b,0.616,0.723,0,-6.744,0,0.0335,0.231,0,0.188,0.449,95.071,187422
Acreditar de Novo,r&b,0.778,0.579,1,-9.112,0,0.0838,0.598,7.45E-06,0.14,0.826,99.996,203179
Café,r&b,0.776,0.5,11,-4.788,1,0.0979,0.0537,0,0.344,0.491,92.027,190435
Concentração,r&b,0.594,0.751,4,-5.452,0,0.253,0.204,0,0.0921,0.526,89.331,213484
Dizeres,r&b,0.832,0.484,10,-4.06,1,0.189,0.665,1.02E-05,0.0822,0.83,142.111,257646
Your Best American Girl,r&b,0.316,0.257,7,-9.802,1,0.0331,0.0168,0.00484,0.244,0.113,77.009,212184
Dancing On My Own,r&b,0.678,0.871,6,-4.781,1,0.0342,0.0587,0.249,0.0928,0.28,117.029,285973
Seasons (Waiting On You),r&b,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,226440
Two Weeks,r&b,0.48,0.717,0,-6.663,1,0.23,0.0625,6.85E-04,0.0814,0.335,109.756,247547
Video Games - Remastered,r&b,0.39,0.255,6,-9.676,0,0.0299,0.806,1.14E-06,0.0887,0.179,122.056,281947
Queen,r&b,0.418,0.547,1,-4.932,1,0.0295,0.211,0.0443,0.187,0.13,131.99,230720
Pink + White,r&b,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57E-05,0.415,0.554,159.738,184516
Genesis,r&b,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320
Let It Happen,r&b,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587
I Know There's Gonna Be (Good Times) [feat. Popcaan],r&b,0.632,0.592,11,-9.735,0,0.162,0.124,0,0.53,0.499,89.522,213622
Your Dog,r&b,0.652,0.669,11,-7.797,0,0.0262,0.122,3.90E-04,0.169,0.769,115.047,194009
Hannah Hunt,r&b,0.345,0.313,4,-10.098,1,0.0681,0.717,8.22E-04,0.1,0.164,207.969,237973
Norf Norf,r&b,0.925,0.548,7,-6.572,1,0.0658,0.394,1.28E-04,0.11,0.0922,100.015,183160
Royals,r&b,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,190185
Holocene,r&b,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,336613
Shut Up Kiss Me,r&b,0.373,0.63,7,-5.131,1,0.0461,0.0552,0,0.107,0.352,115.942,202200
GLOWED UP,r&b,0.681,0.621,1,-10.024,1,0.34,0.036,0.00555,0.138,0.428,135.538,298027
BTSTU (Edit),r&b,0.665,0.389,1,-6.709,1,0.441,0.745,9.82E-04,0.326,0.521,89.962,210001
Midnight City,r&b,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009,241440
Borrowed Time,r&b,0.4,0.726,0,-7.232,1,0.0311,0.0447,0.838,0.549,0.806,92.299,152040
Them Changes,r&b,0.784,0.55,8,-8.645,1,0.0632,0.551,6.07E-04,0.0899,0.715,81.676,188385
Pretty Pimpin,r&b,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,298760
The Morning,r&b,0.652,0.549,6,-7.555,0,0.039,0.317,0,0.104,0.186,120.073,312427
Should Have Known Better,r&b,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,307698
Old Friends,r&b,0.488,0.555,4,-7.315,1,0.0398,0.41,0,0.494,0.375,147.88,207720
Close Your Eyes (And Count To Fuck),r&b,0.678,0.662,1,-6.473,1,0.3,0.0123,0,0.133,0.498,80.318,234160
Sprawl II (Mountains Beyond Mountains),r&b,0.518,0.81,8,-6.445,1,0.029,0.016,0.0013,0.115,0.179,99.968,325547
Bags,r&b,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,260520
Avant Gardener,r&b,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227
Retrograde,r&b,0.533,0.251,7,-11.283,0,0.0372,0.873,0.104,0.134,0.186,77.503,223600
Zebra,r&b,0.612,0.476,8,-8.256,1,0.0275,0.861,0.00401,0.147,0.257,118.383,288720
Red Eyes,r&b,0.464,0.815,10,-6.371,1,0.0368,0.00871,0.201,0.162,0.467,161.845,298920
On Hold,r&b,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.192,0.109,0.35,125.051,224133
Diddy Bop (feat. Cam O'bi & Raury),r&b,0.637,0.503,1,-6.927,1,0.336,0.713,1.13E-04,0.109,0.661,81.061,208000
17,r&b,0.348,0.263,0,-8.531,1,0.0516,0.835,0.654,0.129,0.12,74.517,236000
Ode to Viceroy,r&b,0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818
Don't Touch My Hair,r&b,0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997,257547
Helplessness Blues,r&b,0.324,0.463,8,-7.247,1,0.0336,0.0781,5.63E-06,0.103,0.2,125.295,303387
Sound & Color,r&b,0.547,0.43,2,-7.393,1,0.0667,0.848,0.613,0.0825,0.175,114.729,182467
Wildfire,r&b,0.835,0.481,0,-7.188,0,0.387,0.0308,5.01E-04,0.0896,0.34,139.581,201000
Bloodbuzz Ohio,r&b,0.39,0.834,9,-6.367,1,0.0444,0.0554,0.18,0.103,0.684,157.077,275933
Pristine,r&b,0.483,0.695,0,-5.493,1,0.0313,0.00461,6.61E-04,0.102,0.294,126.212,295333
Girl,r&b,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,415613
Feels Like We Only Go Backwards,r&b,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960
So Good At Being in Trouble,r&b,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,230147
Alaska,r&b,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000
I Don't Wanna Be Funny Anymore,r&b,0.595,0.772,8,-8.033,1,0.0367,0.126,0.926,0.221,0.345,134.9,163292
See You Again (feat. Kali Uchis),r&b,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,180387
Odessa,r&b,0.681,0.915,1,-5.974,1,0.042,0.00334,0.0817,0.354,0.607,118.027,315585
Don't Wanna Be Your Girl,r&b,0.563,0.182,0,-14.931,1,0.039,0.78,0.0222,0.134,0.115,129.937,197280
raingurl,r&b,0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231
All My Happiness is Gone,r&b,0.505,0.746,7,-7.793,1,0.0271,0.00165,0.0463,0.266,0.724,138.126,260280
I Follow Rivers,r&b,0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,0.607,122.262,228467
Only Child,r&b,0.826,0.365,1,-7.024,1,0.0412,0.849,3.80E-06,0.186,0.802,85.244,239324
22 (OVER S∞∞N),r&b,0.298,0.112,1,-15.765,1,0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000
