Dilemma,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4
Diplomat’s Son,0.504,0.815,6,-6.967,1,0.332,0.209,0.0513,0.0838,0.842,193.966,361373,4
Dirty Boots,0.314,0.665,11,-13.868,0,0.039,0.208,0.216,0.0751,0.182,141.906,328560,4
Dirty Little Secret,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653,4
Dirty Paws,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373,4
Dirty Thing,0.595,0.804,6,-8.367,1,0.0295,0.0249,0.0393,0.264,0.774,126.97,142147,1
Disarm,0.527,0.418,4,-10.205,0,0.0277,0.142,0.775,0.139,0.218,129.516,196905,4
Disassociative,0.293,0.683,9,-7.576,0,0.0423,0.000147,0.159,0.118,0.0728,159.816,290507,4
Disciples,0.661,0.869,5,-5.477,1,0.0334,0.078,0.924,0.398,0.8,126.971,108547,4
Disdialogic,0.415,0.902,2,-3.983,1,0.102,0.00184,0.0251,0.505,0.517,147.221,177453,4
Disenchanted,0.343,0.692,2,-3.926,1,0.0355,0.00218,0,0.112,0.153,174.07,295000,4
Disintegration,0.472,0.618,5,-10.5,0,0.028,0.00215,0.00014,0.129,0.308,150.019,464200,4
Disintegration - Remastered,0.593,0.943,2,-5.948,1,0.0568,0.308,0.0284,0.366,0.125,122.02,499973,4
Disorder,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,209040,4
Disparate Youth,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,284400,4
Disposable Teens,0.3,0.956,10,-5.016,1,0.185,5.32e-05,0.0161,0.532,0.271,134.083,181507,4
Dissolve Me,0.557,0.605,2,-8.194,1,0.0376,0.0986,0.0394,0.0859,0.121,107.951,239013,4
Distant Neighborhood,0.408,0.53,9,-5.165,1,0.0314,0.528,0.0185,0.271,0.431,134.693,223772,4
Ditt kvarter,0.44,0.241,0,-11.644,1,0.04,0.963,0.000101,0.116,0.394,75.678,162960,4
Division Day,0.64,0.539,7,-10.759,0,0.03,0.762,0.826,0.139,0.326,115.651,189627,4
Divorce Song,0.635,0.805,1,-4.776,1,0.0268,0.0581,0,0.191,0.744,120.384,200093,4
Django,0.459,0.569,2,-9.968,0,0.0295,0.57,0,0.0914,0.468,97.267,176133,3
Djungelns lag,0.639,0.767,2,-6.949,1,0.0557,0.0783,0,0.0688,0.728,84.964,261077,4
Do Exist,0.703,0.12,0,-14.681,1,0.042,0.933,0.154,0.121,0.191,114.965,237272,4
Do I Wanna Know?,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
Do Me a Favour,0.471,0.735,11,-6.685,0,0.0582,7.84e-05,0.122,0.101,0.636,180.127,205240,4
Do Not Look Down,0.468,0.981,1,-3.496,1,0.104,3.84e-05,0.024,0.207,0.209,159.966,283800,4
Do The Panic,0.634,0.797,1,-5.13,0,0.0566,0.0122,2.67e-06,0.113,0.752,133.037,213160,4
Do You Know What I'm Seeing?,0.51,0.67,8,-7.519,0,0.0343,0.0851,0,0.162,0.265,124.144,254387,4
Do You Want a Man?,0.627,0.883,8,-5.606,1,0.0368,0.347,0.0944,0.677,0.894,123.01,167387,4
Do-Wah-Doo,0.426,0.89,5,-3.243,1,0.039,0.243,0,0.42,0.803,149.993,152867,4
Doctor Jones,0.703,0.8,0,-11.645,0,0.054,0.145,0.000212,0.0683,0.466,139.968,203440,4
Doctors & Dealers,0.415,0.981,5,-2.012,1,0.0783,0.00218,8.61e-05,0.204,0.458,119.941,196773,4
Does Compute,0.335,0.928,2,-3.185,0,0.0488,3.99e-05,0.01,0.0406,0.552,156.809,160879,4
Does Your Mother Know,0.728,0.865,7,-5.68,1,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,193440,4
Doesn't Remind Me,0.457,0.768,9,-3.592,1,0.0378,0.169,0,0.103,0.232,99.739,255000,4
Dog Days Are Over,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4
Doing It Wrong,0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275,265120,4
Doll Parts,0.245,0.542,7,-7.159,1,0.0324,0.147,4.05e-06,0.102,0.365,204.824,211960,4
Dom kommer kliva på dig igen,0.473,0.849,7,-5.889,1,0.0471,0.146,0,0.38,0.752,129.723,226640,4
Dom sista drömmarna,0.357,0.818,4,-4.409,1,0.0335,0.00668,0.0175,0.107,0.439,162.825,213933,4
Dom sista drömmarna del 2,0.525,0.587,2,-7.069,1,0.0312,0.396,0,0.165,0.787,122.377,228707,4
Dom tomma stegen,0.566,0.408,9,-8.514,1,0.0263,0.527,2.91e-05,0.0867,0.487,107.661,293733,4
Dominos,0.441,0.896,2,-4.923,1,0.127,0.000605,2.11e-05,0.21,0.51,176.111,226053,4
Don't Believe in Love,0.775,0.334,9,-10.752,0,0.088,0.122,0.00382,0.11,0.596,90.507,232867,4
Don't Bring Me Down,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,4
Don't Cha,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
Don't Dream It's Over,0.439,0.422,8,-17.227,1,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,236933,4
Don't Forget Me,0.499,0.705,9,-5.596,0,0.0669,0.00399,9.11e-06,0.104,0.36,123.909,277160,4
Don't Fuck With My Money,0.757,0.819,2,-5.484,1,0.0661,0.115,3.17e-05,0.127,0.923,110.024,251276,4
Don't Know How To Say Goodbye,0.379,0.959,0,-2.519,1,0.156,0.000695,0.00015,0.0761,0.618,111.984,116720,4
Don't Let Me Be Misunderstood,0.681,0.471,11,-9.269,0,0.0353,0.217,5.54e-05,0.142,0.524,94.44,201253,4
Don't Let Me Cave In,0.368,0.984,8,-4.528,1,0.244,0.00644,0,0.578,0.382,159.653,203000,4
Don't Let Me Fall,0.681,0.415,1,-6.813,1,0.0305,0.653,0,0.0868,0.562,112.06,170533,4
Don't Let Me Get Me - LP Version/Radio Edit,0.544,0.849,0,-4.778,0,0.094,0.00264,0,0.0371,0.59,98.376,210627,4
Don't Let the Sun Steal You Away,0.513,0.34,6,-9.418,1,0.0287,0.137,0.000255,0.0908,0.132,133.195,268484,4
Don't Lie,0.482,0.72,0,-7.259,1,0.0315,0.46,0,0.137,0.831,179.818,213413,4
Don't Need A Gun - Single Edit,0.633,0.798,9,-8.897,1,0.0322,0.0635,0.138,0.339,0.434,139.328,323933,4
Don't Panic,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00607,0.107,0.453,122.062,136867,4
Don't Play With Guns,0.42,0.915,6,-6.342,1,0.0803,0.00172,0.00408,0.538,0.23,122.014,222653,4
Don't Sit Down 'Cause I've Moved Your Chair,0.434,0.912,9,-5.148,1,0.0451,0.0191,0.278,0.326,0.315,119.729,183507,4
Don't Sit Under the Apple Tree [With Anyone Else but Me] - feat. Madisen Beaty,0.562,0.0673,3,-22.471,0,0.469,0.978,0,0.273,0.273,95.037,96440,5
"Don't Step On The Grass, Sam",0.539,0.429,8,-15.279,1,0.0382,0.496,5.73e-06,0.398,0.609,75.479,342187,4
Don't Stop,0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347,4
Don't Stop (Color on the Walls),0.611,0.948,1,-3.751,0,0.0753,0.00183,0.0995,0.0969,0.79,133.004,174920,4
Don't Stop Believin',0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,248907,4
Don't Swallow the Cap,0.45,0.661,5,-8.537,1,0.0411,0.396,0.0362,0.0912,0.476,173.909,285533,4
Don't Think Of Me,0.511,0.612,8,-7.923,0,0.0299,8.22e-05,1e-06,0.0916,0.207,93.861,272373,4
Don't Wait,0.744,0.496,7,-6.119,1,0.0647,0.0827,0,0.163,0.332,98.997,215649,4
Don't Wanna Dance,0.674,0.822,5,-4.247,1,0.0482,0.386,0,0.15,0.727,130.002,195760,4
Don't Wanna Hear About Your Band,0.422,0.985,0,-3.363,1,0.0584,0.000611,0.0425,0.206,0.464,99.102,120160,4
Don't Want To Know If You Are Lonely,0.305,0.965,0,-5.926,1,0.0809,0.00128,0.00124,0.317,0.644,90.81,210867,4
Don't You (Forget About Me),0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
Don't You Find,0.488,0.612,0,-7.024,0,0.0496,0.014,0.00167,0.243,0.186,129.056,255720,4
Don't You Forget It,0.617,0.82,10,-5.354,1,0.0299,0.0327,0.00454,0.332,0.74,119.29,184789,4
Don't You Know Who I Think I Am?,0.448,0.949,1,-2.57,1,0.0854,0.00136,5.59e-06,0.017,0.863,162.889,171960,4
Don't You Worry Child (Radio Edit) [feat. John Martin],0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,212862,4
Don’t Carry It All,0.494,0.836,7,-4.327,1,0.0531,0.0249,0,0.457,0.627,142.56,256560,4
Don’t Look Back Into The Sun,0.211,0.849,0,-3.994,0,0.116,0.00605,0.000436,0.263,0.59,175.616,180267,4
Don’t Pretend You Didn’t Know,0.29,0.972,4,-4.309,1,0.153,0.249,0.899,0.28,0.38,135.546,331533,4
Door Of Our Home,0.496,0.00415,5,-38.033,0,0.0532,0.994,0.951,0.146,0.237,117.716,207947,4
Dosed,0.571,0.8,7,-4.131,1,0.0292,0.0101,7.29e-05,0.111,0.335,104.377,311867,4
Doses & Mimosas,0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,323253,4
Dots On Maps,0.702,0.472,4,-8.549,1,0.0469,0.599,0.0263,0.101,0.357,89.999,225053,4
Dove Season,0.506,0.575,8,-6.29,1,0.0273,0.00379,0.000221,0.215,0.121,91.999,292760,4
Down Boys,0.606,0.85,8,-10.721,1,0.0389,0.00882,0.000215,0.0965,0.543,113.794,243040,4
Down By The Water,0.496,0.422,10,-7.999,0,0.0235,0.708,0,0.136,0.299,80.007,206080,4
Down In The Valley,0.414,0.394,0,-11.412,1,0.0295,0.52,0.0248,0.113,0.181,105.811,303653,4
Down The Road,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0,207187,4
Down To The Wire,0.515,0.626,7,-7.119,1,0.0296,0.367,0,0.494,0.66,109.048,151053,4
Down With The Sickness,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,4
Dragging Dead Bodies In Blue Bags Up Really Long Hills,0.419,0.945,8,-3.574,1,0.111,0.00646,7.11e-06,0.313,0.48,100.509,218133,4
Dragging Your Feet In The Mud,0.448,0.735,0,-4.253,1,0.0398,0.237,6.61e-06,0.394,0.321,130.102,196320,4
Drawn to the Blood,0.492,0.0915,10,-22.161,0,0.0381,0.954,0.455,0.106,0.0601,124.014,198479,4
Dream A Little Dream Of Me,0.443,0.104,0,-17.042,1,0.101,0.913,0,0.191,0.394,76.497,185160,4
Dream About Me,0.337,0.918,2,-7.486,1,0.0347,1.22e-06,0.867,0.146,0.792,187.453,308093,4
Dream Brother,0.53,0.516,0,-9.158,1,0.0257,0.105,0.000933,0.101,0.157,94.82,326880,4
Dream Machines,0.319,0.721,3,-5.342,1,0.0344,3.14e-05,0.3,0.255,0.464,103.078,182281,4
Dream Of My Love (Chasing After You),0.553,0.859,9,-7.703,1,0.059,0.0858,0.887,0.299,0.527,142.995,257547,4
Dreamers,0.604,0.891,3,-6.052,1,0.0319,0.0806,0.00018,0.0873,0.656,102.517,249261,4
Dreaming With A Broken Heart,0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,245747,4
Dreaming of You,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,141000,4
Dreams,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4
Dreams Never End,0.606,0.913,9,-7.865,1,0.0417,0.0154,0.905,0.326,0.817,146.15,195307,4
Dreamtime,0.617,0.773,7,-10.03,1,0.0323,0.0333,1.46e-06,0.0994,0.794,121.675,285093,4
Dressed For Success - US Single Mix,0.77,0.828,5,-3.951,1,0.0352,0.195,7.09e-06,0.244,0.828,119.94,251680,4
Drift from the tracks,0.229,0.83,4,-5.191,1,0.0389,0.233,0.282,0.232,0.0684,140.397,252387,4
Drinking by the river,0.335,0.734,5,-5.011,1,0.04,0.248,0.0521,0.0922,0.392,133.369,256280,4
Drive,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234493,5
Drive Away,0.521,0.96,9,-3.102,1,0.0498,0.00173,0.000121,0.137,0.723,105.962,180067,4
Drive Darling,0.473,0.0898,9,-13.066,1,0.0354,0.943,3.71e-05,0.108,0.213,95.982,232360,4
Driving One Of Your Cars,0.584,0.849,7,-3.975,1,0.0336,0.0291,0.0119,0.283,0.38,125.998,225587,4
Drop It Like It's Hot,0.888,0.632,1,-3.872,1,0.219,0.19,0,0.101,0.662,91.979,266067,4
Drop the Game,0.558,0.671,7,-4.984,1,0.0574,0.59,0.00018,0.171,0.432,78.93,221895,4
Drops of Jupiter,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,259933,4
Drown Me Out,0.569,0.88,6,-6.581,0,0.0313,0.0778,7.36e-05,0.13,0.602,112.979,197184,4
Drown So I Can Watch,0.518,0.814,1,-5.772,1,0.0373,0.291,0.848,0.103,0.471,124.966,196961,4
Drown in My Own Tears,0.523,0.351,7,-8.54,1,0.0346,0.321,0,0.181,0.286,130.881,247733,3
Drum Of Glass,0.483,0.93,6,-4.522,1,0.0361,0.0152,0.000338,0.394,0.551,160.012,294867,4
Drumming Song,0.441,0.821,4,-4.795,0,0.0456,0.00125,0.00106,0.0949,0.467,200.006,223333,4
Drunk in Love,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,4
Dry The Rain,0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,366827,4
Dry Your Eyes,0.684,0.467,9,-7.829,1,0.239,0.56,0,0.0942,0.445,80.019,271240,4
Dröm en dröm (Gullvik vs Hermodsdal),0.668,0.624,1,-7.642,1,0.0414,0.0279,0.000738,0.118,0.519,113.012,257067,4
Du får mig,0.393,0.423,6,-7.276,0,0.0286,0.000743,0.522,0.101,0.141,113.112,311547,4
"Du gamla, fria nord",0.495,0.217,7,-12.073,1,0.0376,0.759,5.92e-06,0.0974,0.304,136.358,323747,3
Du hade tid,0.514,0.395,7,-9.949,1,0.0276,0.0782,0.00592,0.977,0.333,76.818,274600,4
Du kommer krossa,0.592,0.424,7,-10.372,1,0.0367,0.606,0.00309,0.14,0.419,126.039,265280,4
Du min vän i livet,0.451,0.268,11,-14.243,0,0.0309,0.812,0.23,0.122,0.179,92.578,156107,4
Du ska va president,0.658,0.721,11,-3.469,0,0.0271,0.0292,0.0104,0.33,0.51,107.753,255107,4
Du som reser mig,0.514,0.776,4,-7.586,0,0.0305,0.0045,0.000564,0.13,0.705,143.978,253147,4
Du stör dig hårt på mig,0.574,0.973,2,-3.79,1,0.184,0.0783,0,0.112,0.244,114.979,221217,4
Du Är Knark,0.66,0.883,6,-4.986,0,0.231,0.0622,0,0.373,0.697,133.908,219720,4
Dubbel Margarita,0.878,0.688,9,-6.906,1,0.288,0.032,1.09e-05,0.0545,0.529,97.037,204893,4
Duchess,0.471,0.803,9,-7.967,1,0.0491,4.45e-05,0.264,0.0657,0.584,129.886,150400,4
Dull Boy,0.59,0.969,2,-3.215,0,0.232,0.00297,0,0.266,0.295,142.967,253533,4
Dumb,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,151893,4
Dump For Broken Dreams,0.39,0.913,6,-5.001,0,0.0509,0.00293,0,0.19,0.498,115.758,209840,4
Dumpa mig - Radio Version,0.768,0.761,10,-7.407,0,0.0514,0.0701,0.000376,0.112,0.664,100.005,219253,4
Dunkla rum,0.273,0.937,0,-4.425,1,0.0408,0.00562,0.000113,0.125,0.836,151.228,245933,4
Durban Skies,0.612,0.54,4,-9.398,0,0.0444,0.255,0.0013,0.169,0.219,127.092,250107,4
Dust Bowl III,0.458,0.582,9,-10.179,0,0.0311,0.619,0.729,0.199,0.351,136.007,297267,4
Dust Clears (feat. Noonie Bao),0.792,0.404,5,-8.987,0,0.0395,0.154,0.0297,0.0745,0.592,125.991,266710,4
Dust In the Wind,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4
Dust On The Ground,0.447,0.917,7,-5.73,1,0.0447,0.00219,0.0999,0.294,0.315,132.603,264080,4
Dust to Dust,0.744,0.273,1,-14.149,1,0.0351,0.748,0.0255,0.11,0.194,138.016,229667,4
Dystopia (The Earth is on Fire),0.756,0.625,0,-6.51,1,0.0262,0.0785,1.72e-05,0.23,0.879,99.945,241067,4
Där elden falnar (men fortfarande glöder),0.286,0.72,0,-9.721,1,0.04,0.0326,1.33e-05,0.898,0.487,137.826,265503,4
Désenchantée - Radio Edit,0.499,0.928,1,-5.074,1,0.0777,0.182,0.000306,0.236,0.296,139.962,218040,4
Döda mig,0.595,0.508,0,-10.034,1,0.0364,0.569,0,0.0974,0.203,109.96,213393,4
E-Pro,0.624,0.959,11,-6.253,0,0.0769,0.00133,0.171,0.101,0.69,95.794,202360,4
E.S.T.,0.328,0.805,10,-4.789,0,0.0345,1.75e-05,0.0354,0.193,0.318,164.49,301813,3
"E4, E18, väg 13 - 2009 Version",0.328,0.93,7,-4.971,1,0.136,0.231,1.75e-06,0.277,0.0789,112.756,193987,4
Each the Others World Entire,0.362,0.806,7,-3.895,0,0.0491,0.00596,3.17e-05,0.0796,0.653,143.283,195560,4
"Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey"" Soundtrack""",0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,252227,3
Earthquake,0.182,0.879,2,-6.101,1,0.0671,0.00104,2.7e-06,0.432,0.279,170.48,209440,3
Easier,0.608,0.729,7,-9.659,1,0.0762,0.194,8.67e-06,0.159,0.398,115.981,229347,4
East Harlem,0.503,0.642,7,-7.75,1,0.037,0.858,0.0266,0.105,0.692,91.746,238547,4
Eastern Leaves,0.506,0.738,9,-6.745,1,0.0312,0.00506,0.00061,0.0775,0.2,139.966,291587,4
Easy Easy,0.566,0.408,4,-8.972,1,0.036,0.838,1.04e-05,0.108,0.235,146.61,169693,4
Easy Livin',0.24,0.824,9,-8.298,0,0.0773,0.00723,0.0503,0.33,0.525,160.218,156333,4
"Eat That Up, It's Good For You",0.511,0.879,5,-5.371,1,0.053,0.00264,0.00265,0.353,0.525,154.924,225427,4
Echoes - Edit; 2001 Remastered Version,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,1412451,4
Edge of Seventeen,0.59,0.828,0,-6.28,1,0.0439,0.277,5.57e-06,0.0868,0.636,111.353,329680,4
Eet,0.665,0.446,1,-11.884,1,0.0439,0.57,0.000669,0.082,0.172,141.94,230867,4
Eight Days,0.464,0.963,0,-2.378,1,0.0648,0.000259,0.00311,0.228,0.372,120.017,208778,4
Elaine,0.437,0.11,11,-20.622,1,0.0638,0.927,0.00317,0.101,0.219,146.62,315280,3
"Elastic Heart - From The Hunger Games: Catching Fire""/Soundtrack""",0.419,0.764,9,-6.214,1,0.0555,0.0538,0,0.135,0.474,130.121,257987,4
Elden,0.466,0.939,2,-3.05,1,0.0434,0.00405,0,0.142,0.585,141.331,279307,4
Electable (Give It Up),0.423,0.988,9,-3.316,1,0.153,0.000605,0,0.316,0.179,172.999,176907,4
Electric Avenue,0.974,0.403,2,-12.943,1,0.273,0.106,0.00207,0.0786,0.755,121.97,227933,4
Electric Bird,0.487,0.579,2,-5.608,0,0.0305,0.00743,0.0505,0.131,0.375,80.971,265973,4
Electric Bloom,0.642,0.842,11,-6.949,0,0.0315,0.00339,0.000365,0.232,0.706,124.972,295840,4
Electric Feel,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3
Electric Love,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
Electric Relaxation,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,226133,4
Electricity,0.387,0.919,4,-6.585,0,0.0454,4.99e-05,0.578,0.293,0.483,149.993,181537,4
Electricityscape,0.382,0.882,11,-4.166,1,0.0429,0.0022,0.144,0.0776,0.57,140.034,213200,4
Elegi,0.54,0.585,4,-6.964,1,0.029,0.147,0.0542,0.128,0.655,93.965,274893,4
Elephant,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227,4
Elephants,0.234,0.877,10,-4.587,1,0.073,5.98e-05,0.0654,0.376,0.533,179.575,409778,4
Elevate,0.541,0.982,2,-4.908,1,0.106,0.00767,0.000809,0.291,0.723,104.035,308360,4
Elevator Operator,0.682,0.769,1,-7.197,1,0.0324,0.000766,0.00898,0.36,0.769,131.693,194947,4
Elizabeth My Dear - Remastered,0.5,0.13,11,-23.436,0,0.0408,0.801,0.196,0.241,0.536,107.716,53120,4
Elizabeth On The Bathroom Floor,0.395,0.0805,9,-21.812,0,0.0353,0.944,0.388,0.0827,0.0847,135.157,128667,4
Elusive Dreams,0.523,0.339,7,-13.301,1,0.0262,0.646,8.58e-06,0.346,0.468,96.623,193769,4
Elysium,0.454,0.432,7,-9.883,1,0.03,0.0536,0.257,0.104,0.104,138.103,206160,4
Emasculate The Masculine,0.64,0.721,5,-5.687,0,0.0492,0.444,0.465,0.125,0.601,121.292,255133,4
Emily's Heart,0.543,0.25,2,-14.145,1,0.0675,0.75,0.000276,0.145,0.452,84.88,247723,4
Emma,0.632,0.609,2,-6.69,1,0.0902,0.317,0.00141,0.0788,0.767,100.625,232040,4
Emmylou,0.511,0.612,6,-5.831,1,0.0293,0.471,0.000144,0.1,0.371,88.269,258000,4
Emoticons,0.61,0.708,11,-4.3,0,0.0606,0.0095,3.14e-05,0.116,0.508,101.003,259347,4
Empty Chairs,0.507,0.101,7,-19.953,1,0.0336,0.912,7.11e-05,0.288,0.455,93.487,207773,3
Empty Room,0.34,0.983,2,-4.073,1,0.0485,0.000621,0.804,0.342,0.647,161.713,171533,4
En av alla dom,0.592,0.814,2,-7.226,1,0.033,0.116,0,0.306,0.881,119.96,267040,4
En hand i himlen,0.608,0.822,9,-6.798,1,0.0308,0.0233,0.146,0.0744,0.607,120.017,248907,4
En högerkrok och riktigt blod,0.429,0.94,11,-3.978,0,0.0648,0.00315,0.152,0.121,0.451,159.055,202173,4
En midsommarnattsdröm,0.269,0.857,0,-4.422,1,0.0441,0.628,0,0.186,0.688,167.276,228960,4
En stannfågel ger sig av,0.545,0.353,7,-13.246,1,0.0289,0.455,0.000301,0.116,0.511,137.92,234200,4
En svår och jobbig grej,0.367,0.269,2,-14.614,1,0.0327,0.905,0.00017,0.256,0.301,104.686,313373,4
En tätort på en slätt,0.572,0.447,0,-13.948,1,0.0283,0.72,0.0372,0.154,0.646,99.785,268453,4
En vacker död stad,0.365,0.928,9,-4.708,0,0.0463,0.000162,0,0.125,0.546,136.02,193253,4
En vän med en bil,0.351,0.929,2,-5.329,1,0.0606,5.55e-05,0.0365,0.335,0.659,101.769,219973,4
Enamorate,0.665,0.843,0,-4.215,1,0.0355,0.285,0,0.422,0.78,93.993,194893,4
End of Days Feat. Block McCloud,0.591,0.967,11,-3.068,1,0.216,0.177,0,0.359,0.858,92.605,227747,4
End of Night,0.68,0.638,4,-7.607,0,0.0481,0.121,0.00152,0.114,0.868,95.991,238853,4
Endless Blue,0.228,0.972,0,-4.633,1,0.087,0.00068,0.331,0.118,0.171,134.081,310560,4
Ends of the Earth,0.553,0.578,4,-8.679,1,0.0299,0.267,0.0377,0.267,0.407,120.993,284147,4
England,0.49,0.646,0,-8.956,0,0.04,0.702,0.821,0.106,0.266,122.96,340187,4
Enough Of Me,0.183,0.492,11,-10.857,0,0.0389,0.476,0.453,0.23,0.433,183.841,254960,4
Enter Sandman,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,331560,4
Entertainment,0.389,0.72,8,-4.689,1,0.05,0.00139,0.0342,0.325,0.496,75.313,219973,4
Epic,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,293653,4
Erase Me - Main,0.687,0.631,9,-5.612,1,0.129,0.063,0,0.108,0.853,186.071,192253,4
Erase/Replace,0.45,0.932,8,-2.966,1,0.0614,6.45e-05,4.44e-05,0.082,0.123,130.192,253133,4
Eraser,0.697,0.952,5,-9.133,0,0.0334,0.0536,0.719,0.702,0.55,130.028,293507,3
Erica Western Teleport,0.638,0.816,1,-8.087,1,0.0326,0.445,0.132,0.387,0.911,127.418,213373,4
Especially In Michigan,0.468,0.826,6,-3.701,0,0.0295,0.000858,5.01e-06,0.104,0.359,102.817,240333,4
Eternal Life,0.514,0.983,9,-2.605,1,0.0887,0.00179,1.22e-05,0.169,0.181,95.877,292347,4
Ethiopia,0.635,0.77,9,-3.591,0,0.0336,0.0648,3.44e-06,0.115,0.665,96.697,230707,4
Ett & Noll,0.933,0.427,5,-12.741,0,0.0431,0.672,0.129,0.107,0.575,118.183,246333,4
Ett sällsynt exemplar,0.446,0.902,9,-6.214,1,0.142,0.0199,0.0216,0.915,0.536,77.207,355653,4
Eugene,0.56,0.119,11,-24.046,1,0.0443,0.973,0.33,0.285,0.672,84.343,146893,4
Euphoria - Single Version,0.561,0.783,11,-4.727,0,0.0428,0.135,1.42e-05,0.282,0.391,132.065,181787,4
"Euphoria, Take My Hand - Single Version",0.312,0.881,0,-5.283,1,0.0733,0.00178,1.01e-06,0.202,0.0393,115.961,275240,4
Evacuate The Vacuous,0.505,0.269,4,-10.547,1,0.11,0.814,0.0654,0.105,0.329,141.281,199973,4
"Eve, The Apple Of My Eye",0.464,0.397,9,-8.265,1,0.0256,0.557,0.0267,0.106,0.101,72.204,333200,4
Even Fairy Tale Characters Would Be Jealous,0.547,0.952,2,-4.867,1,0.0899,0.0753,0,0.0838,0.62,137.975,172320,4
Even Flow,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,292581,4
Even My Dad Does Sometimes,0.58,0.318,2,-8.926,1,0.0279,0.756,0.000171,0.117,0.295,129.757,228533,3
Evening / Morning,0.425,0.838,10,-7.861,1,0.0337,0.00982,0.0412,0.137,0.244,139.433,174947,4
Evening Sun,0.631,0.755,9,-4.534,1,0.0311,0.32,0.00481,0.296,0.531,124.958,186000,4
Eventually,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591,4
Ever Fallen in Love (With Someone You Shouldn't've)?,0.266,0.831,4,-9.07,1,0.0453,0.000862,0,0.0555,0.778,175.514,163693,4
Everlasting Arms,0.677,0.704,11,-8.158,1,0.206,0.438,0.00454,0.111,0.51,119.889,183320,4
Everlasting Light,0.641,0.582,4,-6.554,1,0.0483,0.127,0.00632,0.354,0.725,181.039,203773,4
Everlong,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
Every Age,0.633,0.294,11,-11.522,1,0.0665,0.876,0.0795,0.187,0.259,150.472,190960,4
Every Day Should Be A Holiday - Tony Lash Mix,0.412,0.896,4,-2.652,1,0.0574,0.00124,0.131,0.311,0.196,120.33,232180,4
Every Other Freckle,0.543,0.707,2,-7.636,1,0.07,0.614,0.0414,0.118,0.515,143.915,216004,4
