track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,userid,artist,playlist
Microscopic,0.376,0.419,5,-15.957,0,0.0334,0.0867,0.733,0.107,0.0377,99.868,594105,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Gas,Gas – Gas 0095
Selenium,0.648,0.107,10,-23.885,1,0.0512,0.855,0.736,0.0702,0.426,138.448,38984,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Gas,Gas – Gas 0095
Tellurium,0.712,0.191,1,-20.415,1,0.163,0.305,0.999,0.3,0.0344,164.51,32842,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Gas,Gas – Gas 0095
Vapourware,0.251,0.242,0,-22.996,0,0.0597,0.99,0.0215,0.356,0.132,92.923,88813,1,0dd94f9c32d7306d1d16d7e1d62fc7dc,Gas,Gas – Gas 0095
Minoans,0.252,0.668,11,-6.125,1,0.0409,0.278,0.0973,0.0835,0.0659,116.221,507213,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
Mycenaeans,0.237,0.871,5,-5.197,1,0.079,0.33,0.883,0.0714,0.169,120.385,337267,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
Palace of Knossos,0.165,0.632,0,-6.28,1,0.0357,0.028,0.021,0.193,0.464,90.819,245347,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
Phaistos Disc,0.133,0.762,11,-4.721,1,0.0512,0.0953,0.755,0.147,0.412,69.639,232173,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
Sir Arthur Evans,0.263,0.365,11,-7.603,0,0.028,0.329,0.82,0.116,0.15,101.92,343053,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
Sixty Foot Waves,0.239,0.816,11,-5.427,0,0.0473,0.0121,0.24,0.105,0.316,147.347,331893,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
The Pearl and the Parthenon,0.28,0.409,5,-7.825,1,0.0279,0.513,0.000503,0.0745,0.114,84.917,289893,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Giant Squid,Giant Squid — Minoans
'Iińzhiid,0.824,0.503,1,-12.159,1,0.0974,0.185,0.819,0.152,0.0911,120.143,228499,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Anagramme of My Love,0.39,0.27,1,-20.093,1,0.351,0.107,0.649,0.0991,0.0815,103.094,213456,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Burnt,0.369,0.561,6,-11.664,0,0.0655,0.0943,0.947,0.0291,0.0294,121.907,560919,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Canticoy,0.552,0.874,2,-7.847,1,0.214,0.000673,0.767,0.11,0.283,131.652,277432,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
ChunKee Player,0.274,0.295,11,-20.629,0,0.37,0.843,0.857,0.182,0.593,101.4,99398,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Dragged,0.687,0.597,5,-11.643,0,0.091,0.253,0.828,0.205,0.0881,114.984,300656,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Fortification III,0.271,0.667,1,-9.767,1,0.0403,0.00975,0.858,0.137,0.0391,146.812,131968,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Held,0.652,0.297,7,-13.349,0,0.0289,0.512,0.95,0.113,0.37,112.033,301291,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Hopewell (Devil),0.469,0.188,10,-16.569,0,0.115,0.972,0.426,0.11,0.552,179.778,47708,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Looped,0.804,0.406,7,-11.154,0,0.0472,0.023,0.837,0.106,0.124,120.012,360705,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Monks Mound (Arcology),0.53,0.342,2,-15.664,0,0.388,0.598,0.958,0.121,0.191,109.935,210733,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
"Plucked from the Ground, Towards the Sun",0.555,0.408,1,-16.527,1,0.255,0.489,0.802,0.105,0.0836,115.645,409068,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Prinzif,0.572,0.536,1,-11.18,1,0.0741,0.0615,0.847,0.158,0.185,108.838,347594,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Quivira,0.593,0.785,1,-9.553,1,0.0376,1.5e-05,0.696,0.163,0.0395,117.816,301702,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Ragtime U.S.A. (Warning),0.615,0.548,8,-14.286,1,0.207,0.634,0.286,0.0902,0.477,113.008,374738,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Skug Commune,0.639,0.424,8,-11.818,0,0.124,0.0229,0.945,0.159,0.352,119.053,274780,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Struck with Deer Lungs,0.227,0.412,9,-17.301,1,0.0474,0.771,0.893,0.106,0.203,116.799,136729,1,0dd94f9c32d7306d1d16d7e1d62fc7dc,Huerco S.,Huerco S. — Colonial Patterns
Swayed,0.81,0.556,11,-12.571,0,0.0664,0.156,0.817,0.0757,0.328,121.991,263834,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Thrown,0.75,0.34,5,-12.759,0,0.0326,0.167,0.648,0.106,0.145,120.016,539229,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Kiasmos,Huerco S. — Colonial Patterns
Dear:Devil,0.416,0.949,0,-5.289,1,0.0742,3.92e-05,6.08e-06,0.12,0.429,121.649,212015,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Demon:Dreams,0.488,0.932,6,-5.241,1,0.0642,1.49e-05,7.35e-05,0.188,0.396,123.999,216303,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Life:Reaper,0.524,0.903,6,-5.618,1,0.063,3.49e-05,0.000254,0.369,0.527,130.011,210404,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Re:Volution,0.308,0.383,11,-17.242,1,0.0854,0.0929,0.514,0.207,0.387,193.001,100696,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Self:Restore,0.497,0.904,0,-5.384,0,0.0639,3.49e-05,0.00354,0.591,0.409,108.0,276111,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Setting:Sun,0.506,0.922,6,-5.42,1,0.0621,2.33e-05,6.7e-05,0.343,0.506,95.001,233081,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Soul:Seek,0.474,0.907,7,-4.775,1,0.0582,7.48e-06,0.00103,0.482,0.488,137.996,240272,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,I The Breather,I The Breather – Life Reaper
Around the Crystal Cove,0.215,0.297,7,-17.116,0,0.0393,0.703,0.753,0.0873,0.0338,118.132,1145478,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,John Mitchell,John Mitchell — Crystal Pathway
Walking the Indiginous Road,0.118,0.067,5,-23.418,1,0.0407,0.512,0.917,0.115,0.11,91.053,1321987,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,John Mitchell,John Mitchell — Crystal Pathway
Ada Deane,0.763,0.593,9,-17.684,0,0.0354,0.977,0.145,0.201,0.874,117.019,135733,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Amroth,0.0617,0.108,4,-22.648,1,0.0385,0.96,0.891,0.082,0.0271,68.794,381560,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Nest,Larva 108 – 99.09 Inside The Stones
Armistice Cenotaph,0.559,0.5,4,-17.237,0,0.0465,0.698,0.956,0.114,0.374,151.058,254373,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Butterfly Jar,0.684,0.413,3,-21.164,0,0.0564,0.845,0.726,0.6,0.682,148.988,313427,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Cad Coddeu (Revised),0.0639,0.203,10,-21.057,0,0.0377,0.948,0.906,0.0696,0.0395,68.84,287947,5,0dd94f9c32d7306d1d16d7e1d62fc7dc,Nest,Larva 108 – 99.09 Inside The Stones
"Catalonia, Spain, 1936",0.285,0.226,10,-14.343,0,0.0287,0.97,0.836,0.118,0.0712,74.574,332443,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
"Dead Sea, Cisjordan, -150.000",0.0874,0.177,7,-17.107,1,0.0365,0.989,0.885,0.117,0.0425,72.655,273841,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
Dhyāna (feat. Hannah Wall),0.422,0.468,4,-11.85,0,0.0396,0.314,0.82,0.207,0.322,69.946,229400,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
Direct Voice,0.797,0.278,0,-20.386,1,0.282,0.661,0.718,0.0635,0.726,94.012,233600,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Egli Risale Il Ruscello - Original Mix,0.362,0.97,5,-5.436,0,0.108,5.21e-05,0.945,0.171,0.0847,116.267,432945,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Embrace:Betrayal,0.0664,0.0827,3,-26.365,1,0.0482,0.994,0.981,0.725,0.0195,69.921,395933,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Encomiast,Larva 108 – 99.09 Inside The Stones
"Exarchia, Athens, Greece, September 2008 - February 2009",0.198,0.267,11,-12.555,0,0.032,0.938,0.955,0.104,0.0455,138.869,320492,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
Fear Of Wind Or Vertigo,0.147,0.269,8,-27.926,1,0.0623,0.848,0.832,0.0958,0.0747,137.728,333960,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Encomiast,Larva 108 – 99.09 Inside The Stones
From Here You Can See Everything (feat. Dan Donahoo),0.511,0.239,0,-19.042,1,0.335,0.991,0.161,0.0577,0.255,121.685,161000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
I Can No Longer See You,0.221,0.273,0,-15.114,1,0.0394,0.824,0.996,0.137,0.0388,88.226,177000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
Il Campo Delle Lumache - Original Mix,0.206,0.843,1,-8.506,1,0.265,0.338,0.953,0.642,0.0379,106.476,281835,1,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
La Pioggia E Le Lumache - Original Mix,0.276,0.948,2,-5.161,0,0.107,0.00853,0.922,0.467,0.0334,119.997,421077,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva 13 - Original Mix,0.283,0.997,7,-5.672,1,0.186,0.971,0.805,0.29,0.0133,120.324,83866,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva 2 ? Xm - Original Mix,0.187,0.292,3,-17.301,0,0.0383,0.00868,0.804,0.11,0.0863,83.273,171352,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva 57 - Original Mix,0.185,0.617,2,-13.93,1,0.0578,0.684,0.884,0.106,0.0564,84.318,544000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva 6 Xm - Original Mix,0.177,0.938,1,-5.667,0,0.205,0.268,0.473,0.729,0.0895,63.196,69398,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva 62 - Original Mix,0.133,0.4,2,-14.652,1,0.0741,0.616,0.89,0.111,0.067,70.651,362789,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Larva P11 - Original Mix,0.396,0.516,4,-11.446,0,0.036,0.0466,0.787,0.851,0.099,100.016,402364,5,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Looking Outward and Inward to a Sea of Stars,0.155,0.472,10,-14.333,1,0.0441,0.907,0.895,0.119,0.039,100.936,182000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
Marefjellet,0.213,0.052,4,-24.872,0,0.0381,0.946,0.86,0.0993,0.0389,64.998,285787,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Nest,Larva 108 – 99.09 Inside The Stones
Odham's Standard,0.763,0.593,9,-17.684,0,0.0354,0.977,0.145,0.201,0.874,117.019,135733,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Pulmonary Piano,0.688,0.193,7,-21.774,1,0.0678,0.865,0.0796,0.379,0.114,112.735,265067,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Radice Nebbia Gole - Original Mix,0.132,0.22,5,-9.799,1,0.0696,0.722,0.849,0.108,0.035,64.075,366998,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
Raising William,0.375,0.494,7,-18.688,1,0.716,0.934,0.936,0.504,0.442,86.867,79373,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
River Reveur,0.387,0.00208,9,-29.162,0,0.0599,0.979,0.91,0.11,0.857,138.202,114000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
"Rondane, Norway, 750",0.206,0.166,7,-13.675,1,0.0356,0.952,0.864,0.125,0.0567,126.28,291762,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
Snowstorm & The Number 8 - Original Mix,0.172,0.398,1,-10.432,1,0.0383,0.809,0.93,0.101,0.033,114.614,467762,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Larva 108,Larva 108 – 99.09 Inside The Stones
"Somewhere, 2041",0.375,0.218,1,-11.745,0,0.034,0.976,0.891,0.109,0.0368,70.651,310000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
Song for a Distant Universe,0.139,0.236,9,-24.489,0,0.0409,0.682,0.876,0.392,0.0399,83.045,572000,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Ben Steed,Larva 108 – 99.09 Inside The Stones
The Helwick,0.123,0.243,8,-21.831,1,0.0401,0.644,0.911,0.106,0.0601,74.268,291827,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Nest,Larva 108 – 99.09 Inside The Stones
The Typophonium,0.336,0.0397,4,-24.51,1,0.247,0.762,0.107,0.137,0.0949,83.525,175373,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
Tinder,0.464,0.207,8,-21.984,0,0.189,0.66,0.349,0.0993,0.412,130.915,233747,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Origamibiro,Larva 108 – 99.09 Inside The Stones
"Treblinka, Poland, 2 August 1943",0.311,0.126,6,-14.627,1,0.0435,0.929,0.893,0.105,0.0325,128.548,401265,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,The Eye Of Time,Larva 108 – 99.09 Inside The Stones
Wheatstone,0.16,0.00644,0,-29.666,0,0.0416,0.967,0.896,0.109,0.0282,75.098,286720,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Nest,Larva 108 – 99.09 Inside The Stones
Without Fear Of Wind Or Vertigo,0.147,0.269,8,-27.926,1,0.0623,0.848,0.832,0.0958,0.0747,137.728,333960,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Encomiast,Larva 108 – 99.09 Inside The Stones
Being Single Again,0.486,0.973,1,-5.007,0,0.928,0.769,0.0,0.915,0.204,79.168,426560,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Canal Smarts,0.419,0.95,2,-9.886,1,0.945,0.93,3.78e-06,0.92,0.0902,148.557,137907,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Cell Phones And Flying,0.527,0.964,2,-4.616,1,0.925,0.798,0.0,0.537,0.186,100.581,684384,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Currency,0.522,0.952,2,-5.286,1,0.927,0.848,0.0,0.583,0.263,81.986,342293,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Door Deal,0.463,0.943,9,-12.202,0,0.926,0.909,1.16e-05,0.863,0.102,122.576,148520,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Dumb Thoughts,0.531,0.96,4,-5.771,1,0.907,0.822,0.0,0.691,0.196,108.908,502315,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Headless Horseman,0.48,0.973,10,-8.071,1,0.948,0.927,1.24e-05,0.841,0.0732,76.333,177027,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Hot Air Balloon,0.453,0.96,10,-7.845,1,0.942,0.91,5.44e-06,0.54,0.134,96.623,177493,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Hot Girls In Bars And Their Dude Counterparts,0.496,0.974,1,-5.728,0,0.919,0.801,0.0,0.693,0.12,127.269,282778,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Hotels And Beds,0.491,0.922,7,-8.452,0,0.957,0.923,4.27e-06,0.939,0.155,76.116,237320,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Intro / Dead People,0.443,0.946,0,-5.38,1,0.881,0.819,0.0,0.919,0.122,166.991,148616,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
My 3-Year-Old Is A 3-Year-Old,0.512,0.954,3,-5.192,0,0.923,0.846,0.0,0.479,0.145,130.55,641920,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
My 7-Year-Old Is Better Than Me,0.48,0.943,2,-5.591,1,0.951,0.822,0.0,0.735,0.234,80.523,382368,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Other People's Kids,0.478,0.96,1,-4.965,0,0.943,0.81,0.0,0.88,0.251,80.116,497973,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Restaurants,0.439,0.946,9,-8.102,1,0.941,0.917,0.0,0.891,0.141,97.439,142253,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Soda Pop,0.376,0.94,7,-8.384,1,0.957,0.933,2.39e-06,0.95,0.0967,64.556,197067,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Taking Sexual Inventory,0.553,0.94,2,-5.093,1,0.878,0.815,0.0,0.326,0.254,124.244,328754,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
Tea Ski,0.399,0.95,7,-8.037,0,0.957,0.925,1.12e-06,0.871,0.0982,82.279,203213,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
Texas and Sea Food,0.411,0.966,4,-7.971,1,0.958,0.924,5.16e-06,0.897,0.115,81.562,173773,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
The Improv Fairy Tale,0.521,0.933,2,-9.491,1,0.952,0.944,3.8e-06,0.949,0.222,97.78,220093,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
The Vacuumist,0.541,0.92,7,-9.239,0,0.949,0.922,0.0,0.879,0.221,92.642,154307,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mitch Hedberg,Louis C.K. — Hilarious
The Way We Talk (Hilarious),0.431,0.964,2,-5.168,1,0.946,0.797,0.0,0.84,0.217,75.203,530283,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Louis C.K.,Louis C.K. — Hilarious
A Bed of Clouds,0.0661,0.152,1,-23.38,1,0.0453,0.875,0.608,0.111,0.0387,76.351,1192853,5,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mathias Grassow,Mathias Grassow – Dämmerung
Entering the Between,0.0731,0.0705,9,-23.855,1,0.0494,0.817,0.781,0.0981,0.04,81.054,885413,5,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mathias Grassow,Mathias Grassow – Dämmerung
Last Rays,0.172,0.15,10,-33.604,0,0.0553,0.934,0.977,0.11,0.233,124.58,803773,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Mathias Grassow,Mathias Grassow – Dämmerung
A) The View From Here Is...B) A Brick Wall,0.206,0.836,0,-4.959,1,0.0541,0.000175,0.0164,0.479,0.157,151.669,192627,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Apathy Is A Cold Body,0.343,0.912,2,-4.955,1,0.0766,3.75e-05,0.857,0.22,0.135,129.973,300640,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Collusionist,0.238,0.99,1,-3.542,1,0.238,0.00018,0.894,0.239,0.128,155.743,104280,1,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
Crystal Lake,0.298,0.964,7,-6.005,1,0.192,0.00344,0.0,0.342,0.0477,153.36,170640,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
For A Bandaged Iris,0.262,0.969,2,-5.285,1,0.26,0.000188,1.34e-05,0.407,0.0619,160.71,267733,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Funeral Photography,0.169,0.988,0,-4.158,1,0.259,5.03e-05,0.742,0.422,0.0537,81.757,185387,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
Ghostchant,0.284,0.965,0,-5.657,1,0.244,3.72e-05,0.104,0.342,0.0904,118.589,213200,3,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Growing Square Eyes,0.265,0.993,7,-3.719,1,0.154,1.49e-05,0.829,0.14,0.0534,90.921,174307,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
It Runs in the Blood,0.302,0.99,7,-3.375,1,0.169,4.94e-05,0.855,0.156,0.0659,117.481,128827,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
"Loved Ones (excerpts from speeches of how great you were, and will never be again)",0.357,0.919,5,-5.539,1,0.117,0.000259,2e-06,0.743,0.113,83.427,233760,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Meeting Again For The First Time,0.415,0.797,0,-5.607,1,0.047,0.000302,3.66e-06,0.106,0.0504,137.813,258373,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Pleasant Bullet,0.371,0.965,5,-4.122,1,0.0598,5.01e-06,9.27e-06,0.352,0.261,140.157,215893,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Quiet Pattern,0.133,0.947,8,-4.314,1,0.118,1.08e-05,0.893,0.322,0.0909,169.356,97640,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
So Typical My Heart,0.303,0.997,8,-2.522,1,0.202,0.000249,0.965,0.0564,0.141,126.044,110627,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
Sounds Like The End Of The World,0.274,0.73,0,-4.711,1,0.0406,5.1e-05,0.243,0.285,0.0527,61.923,264133,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
The Great Red Shit,0.346,0.917,0,-4.388,1,0.067,0.00018,0.785,0.128,0.397,87.954,133453,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
The Opinionated Are So Opinionated,0.513,0.828,2,-6.623,1,0.0328,4.56e-05,0.542,0.387,0.519,97.379,94733,5,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
The Realist,0.277,0.92,7,-4.694,1,0.0844,4.66e-05,0.131,0.897,0.132,86.734,229973,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
Why Hyenas Laugh,0.181,0.99,0,-4.287,1,0.284,0.000331,0.748,0.089,0.0817,81.941,206907,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
Your Picture Hung Itself,0.315,0.98,7,-3.509,1,0.171,0.000939,0.926,0.223,0.171,126.595,140653,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Most Precious Blood,Most Precious Blood — Your Picture Hung Itself
Zombies Are Good For Your Health,0.449,0.995,5,-3.572,0,0.0803,4.15e-05,5.18e-05,0.285,0.074,131.889,144427,4,0dd94f9c32d7306d1d16d7e1d62fc7dc,Poison The Well,Most Precious Blood — Your Picture Hung Itself
