track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,userid,artist,playlist
Outro,0.734,0.864,10,-4.841,0,0.141,0.0556,0.0,0.305,0.652,131.146,232667,4,50346e4190d1707ebc6b39a95f86927a,Nemir,Nemir – Ailleurs
Paid In Full,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667,4,1ed9910b0db7fcb779ec65b2ded4892f,Eric B. & Rakim,HIPHOPUDONTSTOP
Paid In Full - Seven Minutes Of Music - The Coldcut Remix,0.812,0.698,4,-8.887,0,0.126,0.00198,0.0869,0.33,0.291,98.211,429560,4,1ed9910b0db7fcb779ec65b2ded4892f,Eric B. & Rakim,HIPHOPUDONTSTOP
Protect Ya Neck,0.819,0.455,8,-14.658,0,0.38,0.0364,1.25e-06,0.919,0.775,102.029,277067,4,1ed9910b0db7fcb779ec65b2ded4892f,Wu-Tang Clan,HIPHOPUDONTSTOP
Straight Outta Compton - Edited,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,258688,4,1ed9910b0db7fcb779ec65b2ded4892f,N.W.A.,HIPHOPUDONTSTOP
The Next Episode,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,161507,4,1ed9910b0db7fcb779ec65b2ded4892f,Dr. Dre,HIPHOPUDONTSTOP
Through The Wire - Main,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,HIPHOPUDONTSTOP
Troublesome '96 - 1998 Greatest Hits (Edit),0.871,0.885,10,-4.974,0,0.213,0.183,0.000172,0.347,0.561,97.522,276800,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,HIPHOPUDONTSTOP
Wanksta - Soundtrack Version,0.806,0.867,1,-3.538,1,0.157,0.02,0.0,0.131,0.904,81.033,219400,4,1ed9910b0db7fcb779ec65b2ded4892f,50 Cent,HIPHOPUDONTSTOP
Wu-Tang Clan Aint Nuthing ta F' Wit,0.826,0.566,10,-10.747,0,0.311,0.199,0.0,0.356,0.655,99.131,216133,4,1ed9910b0db7fcb779ec65b2ded4892f,Wu-Tang Clan,HIPHOPUDONTSTOP
I Am The Black Gold Of The Sun,0.643,0.679,6,-10.885,1,0.0555,0.0196,0.476,0.0719,0.779,86.97,319733,4,1ed9910b0db7fcb779ec65b2ded4892f,Nuyorican Soul,Soul Favs
Let's Groove,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,1ed9910b0db7fcb779ec65b2ded4892f,"Earth, Wind & Fire",Soul Favs
Lovely Day,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560,4,1ed9910b0db7fcb779ec65b2ded4892f,Bill Withers,Soul Favs
Medicine 4 My Pain - Live Acoustic Version,0.676,0.286,10,-15.433,1,0.034,0.162,0.000667,0.0975,0.304,121.989,305040,4,1ed9910b0db7fcb779ec65b2ded4892f,Lynden David Hall,Soul Favs
September,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4,c50566d83fba17b20697039d5824db78,"Earth, Wind & Fire",Everything at once
Stoned Love - A Tom Moulton Mix,0.547,0.657,2,-6.86,1,0.0384,0.357,0.000449,0.0695,0.486,120.035,177347,4,1ed9910b0db7fcb779ec65b2ded4892f,The Supremes,Soul Favs
Use Me,0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,228327,4,c50566d83fba17b20697039d5824db78,Miguel,Everything at once
Coma Cat,0.614,0.949,0,-4.948,1,0.0468,0.00482,0.215,0.298,0.733,118.987,177621,4,1ed9910b0db7fcb779ec65b2ded4892f,Tensnake,Soulful vocal house
"Finally - 7 Choice Mix""",0.76,0.703,11,-9.593,0,0.0335,0.00173,1.49e-05,0.0682,0.847,120.106,251933,4,1ed9910b0db7fcb779ec65b2ded4892f,CeCe Peniston,Soulful vocal house
Lola's Theme,0.753,0.835,5,-4.631,0,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,207067,4,1ed9910b0db7fcb779ec65b2ded4892f,The Shapeshifters,Soulful vocal house
"Make the World Go Round - Deep Dish Vocal 12"",Soulful vocal house""",0.74,0.923,0,-6.64,1,0.0605,0.0156,0.0397,0.0684,0.811,121.959,230933,4,1ed9910b0db7fcb779ec65b2ded4892f,Sandy B,
Open Your Heart - Brothers In Rhythm Soundtrack,0.593,0.85,7,-7.229,0,0.0383,0.00433,0.0317,0.135,0.131,124.993,614000,4,1ed9910b0db7fcb779ec65b2ded4892f,M People,Soulful vocal house
Stupidisco,0.739,0.848,5,-6.781,0,0.0749,0.141,0.0728,0.174,0.639,123.017,182439,4,1ed9910b0db7fcb779ec65b2ded4892f,Junior Jack,Soulful vocal house
(I Know) I'm Losing You,0.634,0.503,5,-11.89,1,0.0282,0.5,0.0,0.0465,0.813,109.57,149493,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
(There's) Always Something There to Remind Me,0.68,0.328,5,-13.69,1,0.0673,0.737,0.0,0.581,0.821,84.04,179507,4,1ed9910b0db7fcb779ec65b2ded4892f,Dionne Warwick,Starred
100 Yard Dash,0.895,0.876,1,-5.073,0,0.0394,0.436,0.0,0.0557,0.927,109.724,138427,4,1ed9910b0db7fcb779ec65b2ded4892f,Raphael Saadiq,Starred
1999 - Street,0.565,0.709,7,-8.799,0,0.411,0.0721,0.0,0.333,0.613,86.223,255760,4,1ed9910b0db7fcb779ec65b2ded4892f,Common,Starred
2 Of Amerikaz Most Wanted - Album Version (Edited),0.751,0.835,1,-4.54,1,0.267,0.103,0.000831,0.12,0.6,198.289,254467,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
21 Years Of Gio-Goi - 2000 - 2009 Mixed By Mark Knight,0.74,0.974,7,-4.077,1,0.0856,0.0131,0.15,0.72,0.236,123.991,174211,4,1ed9910b0db7fcb779ec65b2ded4892f,Mark Knight,Starred
25 To Life,0.701,0.931,8,-0.945,0,0.243,0.239,0.0,0.194,0.362,79.996,241587,4,1ed9910b0db7fcb779ec65b2ded4892f,Eminem,Starred
2nd Childhood - Explicit Album Version,0.764,0.851,4,-5.182,1,0.239,0.0453,0.0,0.0899,0.884,79.01,231493,3,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
3 A.M. - Original Mix,0.8,0.739,7,-9.851,1,0.0655,0.0309,0.804,0.0888,0.66,129.995,354923,4,1ed9910b0db7fcb779ec65b2ded4892f,Various Artists,Starred
"4th of July, Asbury Park (Sandy)",0.488,0.642,0,-8.371,1,0.0352,0.201,8.93e-06,0.189,0.48,102.167,335933,4,1ed9910b0db7fcb779ec65b2ded4892f,Bruce Springsteen,Starred
57821 - feat. Deep Cotton,0.479,0.253,1,-17.894,1,0.0288,0.897,0.00426,0.123,0.262,90.119,196293,3,1ed9910b0db7fcb779ec65b2ded4892f,Janelle Monáe,Starred
9 to 5,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4,1ed9910b0db7fcb779ec65b2ded4892f,Dolly Parton,Starred
97 Lovers,0.268,0.104,5,-18.97,1,0.0302,0.321,0.0,0.114,0.0542,79.389,270400,3,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
A Definite Strangeness,0.832,0.556,2,-12.817,1,0.0754,0.00555,9.7e-05,0.0838,0.861,111.982,416833,4,1ed9910b0db7fcb779ec65b2ded4892f,Various Artists,Starred
A Little Soul - Original Mix / Album Version,0.646,0.511,7,-9.15,1,0.0294,0.171,0.00167,0.288,0.549,96.004,197867,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
A Little Time,0.635,0.208,5,-15.701,1,0.0363,0.679,3.8e-06,0.117,0.356,108.606,179587,4,650c4d63a819dbb77cc15a87f407039a,The Beautiful South,Overboard
A Minute To Pray,0.85,0.711,1,-9.614,0,0.268,0.0279,0.0,0.251,0.686,94.192,260440,4,1ed9910b0db7fcb779ec65b2ded4892f,Scarface,Starred
A Private Interlude,0.741,0.591,7,-12.745,1,0.0723,0.0408,0.928,0.102,0.1,100.007,233533,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
A Woman's Worth (Live) - Unplugged,0.452,0.324,4,-14.199,0,0.324,0.194,8.74e-06,0.126,0.297,80.091,210600,4,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
Acapella,0.688,0.843,11,-4.732,1,0.0475,0.0664,0.00154,0.109,0.787,128.009,248120,4,1ed9910b0db7fcb779ec65b2ded4892f,Kelis,Starred
Acid Turkish Bath (Shelter from the Storm),0.633,0.763,0,-6.369,0,0.0402,0.0294,3.4e-05,0.19,0.411,144.0,361480,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
Across 110th Street,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,230507,4,1ed9910b0db7fcb779ec65b2ded4892f,Bobby Womack,Starred
Acrylic Afternoons,0.551,0.699,9,-9.541,0,0.085,0.00046,0.000963,0.149,0.293,143.331,249400,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
"Addicted To Love - 12 Version""",0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,4,1ed9910b0db7fcb779ec65b2ded4892f,Robert Palmer,Starred
Affirmative Action,0.665,0.566,3,-9.209,0,0.443,0.484,0.0,0.16,0.755,173.804,259800,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Affirmative Action - Remix Edited Version,0.823,0.603,6,-5.677,1,0.291,0.0315,0.000493,0.123,0.351,93.902,202733,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Afterclub - Riva Starr Remix,0.753,0.892,11,-6.057,0,0.0843,0.00623,0.268,0.115,0.395,125.994,432429,4,1ed9910b0db7fcb779ec65b2ded4892f,Funkagenda,Starred
Ain't No Sense In Love,0.339,0.881,10,-4.618,1,0.0464,0.0166,0.0,0.123,0.473,79.537,231067,4,1ed9910b0db7fcb779ec65b2ded4892f,Take That,Starred
"Ain't Nothin' Goin' On But The Rent - 12 Club Mix""",0.793,0.681,10,-11.772,0,0.0825,0.084,0.00022,0.532,0.888,107.244,359560,4,1ed9910b0db7fcb779ec65b2ded4892f,Gwen Guthrie,Starred
Ain't Too Proud To Beg,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,156173,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Album Intro,0.488,0.578,10,-9.791,1,0.269,0.12,8.38e-06,0.413,0.419,75.105,144573,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Alfie,0.317,0.293,10,-9.849,1,0.0328,0.929,5.29e-06,0.132,0.183,137.06,165306,4,1ed9910b0db7fcb779ec65b2ded4892f,Dionne Warwick,Starred
All About U - Album Version (Edited),0.891,0.856,2,-4.022,1,0.14,0.111,0.0,0.231,0.869,103.022,273200,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
All Goes Out The Window,0.68,0.803,9,-3.22,1,0.129,0.406,0.0,0.342,0.595,115.032,213866,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
"All Night Long (All Night) - 12 Version""",0.71,0.522,1,-15.204,1,0.043,0.0699,0.00344,0.0411,0.728,108.831,402000,4,1ed9910b0db7fcb779ec65b2ded4892f,Lionel Richie,Starred
All Of The Lights (Interlude),0.296,0.0792,10,-16.569,0,0.0389,0.902,0.591,0.128,0.496,110.95,62253,3,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
All Over Town,0.582,0.236,8,-8.979,1,0.0311,0.858,0.0,0.0878,0.235,63.675,193742,4,1ed9910b0db7fcb779ec65b2ded4892f,The Kooks,Starred
Alleged Legends,0.356,0.733,0,-7.34,0,0.237,0.162,0.00122,0.664,0.168,149.756,191587,4,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Almost Famous,0.537,0.961,0,-1.498,1,0.295,0.0253,0.0,0.332,0.487,82.44,292480,4,1ed9910b0db7fcb779ec65b2ded4892f,Eminem,Starred
Alone With The TV,0.841,0.741,8,-6.58,1,0.151,0.177,0.0,0.379,0.355,120.026,247053,3,1ed9910b0db7fcb779ec65b2ded4892f,The Mitchell Brothers,Starred
Always Where I Need to Be,0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,161720,4,1ed9910b0db7fcb779ec65b2ded4892f,The Kooks,Starred
Amalfino,0.74,0.667,2,-8.852,1,0.0455,0.000357,0.829,0.114,0.258,125.995,504615,4,1ed9910b0db7fcb779ec65b2ded4892f,Kaiserdisco,Starred
Amazing,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4,944c80d26922ae634d6ce445b1fdff7f,One Eskimo,HATK
American Skin (41 Shots) - Live at Madison Square Garden,0.476,0.45,9,-7.898,1,0.0269,0.124,5.94e-06,0.636,0.0772,103.014,465000,4,1ed9910b0db7fcb779ec65b2ded4892f,Bruce Springsteen,Starred
American Way,0.881,0.702,1,-4.869,1,0.302,0.0339,0.0,0.302,0.643,99.415,249707,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Angel Eyes (Home And Away) - Short Version,0.623,0.529,6,-12.221,1,0.027,0.366,0.0,0.0554,0.57,94.153,316867,4,1ed9910b0db7fcb779ec65b2ded4892f,Wet Wet Wet,Starred
Angel St - Joey Negro Disco Mix,0.758,0.794,7,-8.059,0,0.0445,0.0155,0.0309,0.0337,0.961,125.406,523587,4,1ed9910b0db7fcb779ec65b2ded4892f,M People,Starred
Another Chance - Original Mix,0.643,0.913,7,-5.597,0,0.0477,0.0218,0.0269,0.375,0.0487,128.01,254131,4,1ed9910b0db7fcb779ec65b2ded4892f,Roger Sanchez,Starred
Anyone Who Had a Heart,0.505,0.0477,8,-23.032,1,0.0278,0.91,2.61e-06,0.0675,0.309,78.856,184227,3,1ed9910b0db7fcb779ec65b2ded4892f,Dionne Warwick,Starred
Apnoea,0.452,0.997,2,-3.052,1,0.137,0.000865,0.0,0.155,0.182,138.048,105707,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
Apparently Nothin' - Soul River,0.781,0.48,8,-11.939,0,0.095,0.0129,5.34e-06,0.0641,0.484,102.928,321427,4,1ed9910b0db7fcb779ec65b2ded4892f,Young Disciples,Starred
As I Am (Intro),0.281,0.415,0,-15.21,0,0.0409,0.0373,0.904,0.767,0.0351,167.616,112107,4,1ed9910b0db7fcb779ec65b2ded4892f,Alicia Keys,Starred
As Long As You Follow - Remastered LP Version,0.6,0.646,5,-6.876,1,0.0228,0.237,0.0,0.466,0.501,102.728,258053,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
At Night - Original,0.801,0.601,5,-6.416,0,0.0744,0.0449,0.00485,0.159,0.426,122.004,208545,4,1ed9910b0db7fcb779ec65b2ded4892f,Shakedown,Starred
At the River,0.697,0.514,8,-8.627,1,0.0286,0.0302,0.532,0.212,0.44,136.071,393640,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
BaBopByeYa,0.323,0.496,1,-12.169,1,0.0514,0.408,0.033,0.128,0.0971,111.761,527693,4,1ed9910b0db7fcb779ec65b2ded4892f,Janelle Monáe,Starred
Babies,0.302,0.854,2,-6.619,1,0.0757,0.102,1.45e-06,0.0835,0.589,156.278,244827,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Back Down (Save The Robot Remix),0.746,0.711,5,-7.331,0,0.0738,0.0236,0.726,0.0788,0.269,128.003,420234,4,1ed9910b0db7fcb779ec65b2ded4892f,Olivier Giacomotto,Starred
Bad News,0.749,0.436,9,-11.99,1,0.0393,0.0288,0.201,0.114,0.167,106.171,238773,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Bad Taste In My Mouth,0.327,0.796,7,-6.396,1,0.0439,0.0505,0.0,0.27,0.531,88.815,206840,4,1ed9910b0db7fcb779ec65b2ded4892f,The Kooks,Starred
Ball Of Confusion (That's What The World Is Today) - Single Version / Mono,0.529,0.735,5,-8.153,1,0.0896,0.238,0.0,0.102,0.862,79.002,246200,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Bar Italia,0.401,0.54,5,-7.889,1,0.0459,0.4,2.07e-05,0.132,0.118,123.892,224147,3,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Barbra Streisand,0.707,0.813,1,-4.129,1,0.339,0.00649,0.000448,0.249,0.741,127.901,264814,4,1ed9910b0db7fcb779ec65b2ded4892f,Duck Sauce,Starred
Barry Bonds,0.48,0.624,1,-6.131,1,0.382,0.0451,0.0,0.337,0.704,165.057,204307,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Beautiful People,0.417,0.806,5,-5.339,0,0.16,0.0703,0.00637,0.0841,0.545,127.887,226773,4,1ed9910b0db7fcb779ec65b2ded4892f,Chris Brown,Starred
Beauty Is Only Skin Deep - Single Version (Mono),0.655,0.547,0,-4.862,1,0.0425,0.093,0.0,0.0618,0.628,119.902,144507,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Being Followed Home,0.358,0.471,2,-12.304,0,0.0346,0.17,0.000229,0.06,0.235,109.815,362394,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Belfunk,0.606,0.86,4,-11.592,0,0.0517,0.000287,0.877,0.377,0.506,127.996,668093,4,1ed9910b0db7fcb779ec65b2ded4892f,Sasha,Starred
Big Brother,0.498,0.742,11,-6.248,0,0.259,0.214,0.0,0.0642,0.302,78.428,287560,4,50346e4190d1707ebc6b39a95f86927a,Vijay Iyer Trio,IKI
Big Easy,0.567,0.801,1,-4.695,0,0.304,0.067,9.38e-06,0.131,0.187,203.429,198800,4,1ed9910b0db7fcb779ec65b2ded4892f,Raphael Saadiq,Starred
Big Girl,0.816,0.586,7,-10.938,0,0.0391,0.0201,1.02e-06,0.265,0.355,130.062,245467,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Big Love - Remastered LP Version,0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,223733,4,1ed9910b0db7fcb779ec65b2ded4892f,Fleetwood Mac,Starred
Big Things,0.57,0.718,1,-6.898,1,0.199,0.000355,1.62e-05,0.0857,0.265,82.501,219600,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Black Girl Lost,0.729,0.76,0,-9.201,1,0.26,0.17,0.0,0.104,0.868,91.363,262960,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Black President,0.773,0.867,7,-5.596,1,0.222,0.00464,0.0,0.785,0.505,106.5,268640,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Black Republican,0.488,0.864,0,-5.849,1,0.384,0.00297,3.38e-06,0.0945,0.327,115.664,225387,5,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Black Zombie,0.817,0.612,1,-5.754,1,0.29,0.0881,0.0,0.0466,0.904,96.791,215760,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Blaze a 50,0.716,0.863,10,-3.005,0,0.372,0.00247,0.0,0.184,0.73,94.33,169627,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Blip On A Screen,0.605,0.912,4,-3.117,0,0.219,0.136,0.0,0.538,0.739,79.461,214040,5,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Blue Girls,0.312,0.237,1,-15.395,1,0.0399,0.826,0.00062,0.347,0.234,111.083,358960,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Blue Glow,0.431,0.269,2,-11.713,0,0.0385,0.0588,0.0364,0.117,0.469,111.7,186000,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Blue Monday '88,0.701,0.878,7,-7.911,1,0.035,2.79e-05,0.522,0.0608,0.875,130.512,251973,4,1ed9910b0db7fcb779ec65b2ded4892f,New Order,Starred
Blunt Ashes,0.777,0.462,8,-10.32,0,0.13,0.0137,0.000413,0.149,0.275,129.923,243240,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Book Of Rhymes,0.61,0.634,5,-8.036,0,0.31,0.0183,0.0,0.323,0.633,81.724,234160,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Born Killer,0.918,0.775,1,-10.927,1,0.29,0.199,0.0,0.0943,0.763,110.962,218467,4,1ed9910b0db7fcb779ec65b2ded4892f,Scarface,Starred
Born This Way,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4,1ed9910b0db7fcb779ec65b2ded4892f,Lady Gaga,Starred
Breakout - N.A.D. Mix,0.71,0.517,4,-13.753,1,0.038,0.0606,0.0688,0.0801,0.902,113.11,348987,4,1ed9910b0db7fcb779ec65b2ded4892f,Swing Out Sister,Starred
Brenda's Got A Baby,0.67,0.496,5,-14.029,0,0.0907,0.0275,0.0,0.104,0.713,166.758,233467,4,1ed9910b0db7fcb779ec65b2ded4892f,2Pac,Starred
Bridging The Gap,0.549,0.693,7,-7.139,1,0.427,0.0325,0.0,0.62,0.475,93.864,236653,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Bridging the Gap,0.549,0.693,7,-7.139,1,0.427,0.0325,0.0,0.62,0.475,93.864,236653,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Bright Lights - Sidney Samson Remix,0.752,0.792,5,-5.245,0,0.0569,0.000717,0.0319,0.0872,0.553,128.043,286873,4,1ed9910b0db7fcb779ec65b2ded4892f,Interface,Starred
Brilliant Disguise,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,254840,4,1ed9910b0db7fcb779ec65b2ded4892f,Bruce Springsteen,Starred
Bring Me Down - Live - Abbey Road Studios,0.385,0.691,6,-6.919,0,0.0924,0.00592,0.0,0.595,0.352,111.278,198973,5,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
British Legion,0.366,0.319,0,-9.018,1,0.0454,0.656,0.000245,0.108,0.133,173.324,198760,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
Bump It (Part 1 & 2),0.775,0.414,2,-8.895,1,0.116,0.0862,0.00166,0.14,0.405,86.525,529373,4,1ed9910b0db7fcb779ec65b2ded4892f,Erykah Badu,Starred
But I Feel Good,0.848,0.692,2,-6.734,1,0.0793,0.00587,0.11,0.0794,0.584,124.009,318640,4,1ed9910b0db7fcb779ec65b2ded4892f,Groove Armada,Starred
Butcher Blues,0.508,0.557,5,-8.952,1,0.0309,0.00177,0.507,0.405,0.556,77.228,268973,4,1ed9910b0db7fcb779ec65b2ded4892f,Kasabian,Starred
CD1 - Club Cuts Mixed by Mark Robinson,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.968,234560,4,1ed9910b0db7fcb779ec65b2ded4892f,Various Artists,Starred
California Girls,0.456,0.819,11,-4.726,1,0.0371,0.329,0.0,0.18,0.786,115.448,165533,4,c50566d83fba17b20697039d5824db78,The Magnetic Fields,Everything at once
California Soul,0.513,0.826,8,-8.407,0,0.0574,0.555,3.48e-05,0.366,0.539,94.582,177227,4,1ed9910b0db7fcb779ec65b2ded4892f,Marlena Shaw,Starred
"Can I Have My Balls Back, Please? - demo previously unreleased",0.614,0.741,7,-6.299,1,0.0274,0.00122,2.03e-05,0.615,0.353,103.669,254160,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Can You Feel It,0.894,0.607,11,-8.274,1,0.0415,0.0833,0.000249,0.31,0.911,125.466,359907,4,1ed9910b0db7fcb779ec65b2ded4892f,The Jacksons,Starred
Can't Con An Honest John,0.592,0.864,11,-2.816,0,0.493,0.354,0.0,0.308,0.504,116.243,220066,3,1ed9910b0db7fcb779ec65b2ded4892f,The Streets,Starred
Can't Forget About You,0.642,0.749,5,-7.944,1,0.31,0.345,0.0,0.113,0.411,94.0,274267,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Can't Stand Your Mother,0.832,0.719,8,-2.506,0,0.335,0.661,0.0,0.121,0.624,89.538,223560,4,1ed9910b0db7fcb779ec65b2ded4892f,Lucy Pearl,Starred
Carry On Tradition,0.793,0.545,7,-8.127,1,0.343,0.00396,0.0,0.258,0.818,91.972,229480,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
Champion,0.693,0.504,6,-8.306,1,0.238,0.00299,0.0,0.695,0.723,102.139,167600,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Children - GBARS9600151,0.439,0.808,5,-5.576,1,0.0384,0.0866,0.0486,0.341,0.07,155.006,148258,4,1ed9910b0db7fcb779ec65b2ded4892f,Robert Miles,Starred
Chiuso - Original Club,0.936,0.507,10,-6.182,1,0.163,0.000119,0.00901,0.0442,0.322,124.979,376337,4,1ed9910b0db7fcb779ec65b2ded4892f,Nouveau Yorican,Starred
Choose (feat. Ne-Yo & Kelly Rowland),0.705,0.828,9,-4.998,0,0.298,0.019,7.1e-05,0.102,0.57,124.972,238160,4,1ed9910b0db7fcb779ec65b2ded4892f,David Guetta,Starred
Cinderella Man,0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.918,279013,4,1ed9910b0db7fcb779ec65b2ded4892f,Eminem,Starred
Cloud Dancer (Manuel Tur’s Syphon Drum Mix),0.401,0.605,7,-9.45,1,0.105,0.00255,0.578,0.124,0.232,123.422,467186,4,1ed9910b0db7fcb779ec65b2ded4892f,Solomun,Starred
Cloud Nine,0.736,0.45,7,-14.104,1,0.0583,0.354,0.0,0.0689,0.82,118.042,211693,4,1ed9910b0db7fcb779ec65b2ded4892f,The Temptations,Starred
Cocaine Socialism,0.539,0.949,7,-6.153,1,0.0842,0.00103,0.0142,0.171,0.333,133.045,313533,4,1ed9910b0db7fcb779ec65b2ded4892f,Pulp,Starred
Cold Wind Blows,0.619,0.972,11,-0.517,1,0.416,0.13,0.0,0.782,0.584,169.04,303733,4,1ed9910b0db7fcb779ec65b2ded4892f,Eminem,Starred
Coldest Winter,0.761,0.516,0,-10.229,1,0.044,0.171,3.21e-06,0.265,0.562,133.999,164333,4,1ed9910b0db7fcb779ec65b2ded4892f,Kanye West,Starred
Collecting Data,0.77,0.702,7,-8.941,1,0.0593,0.00175,0.891,0.0763,0.178,127.995,468000,4,1ed9910b0db7fcb779ec65b2ded4892f,Slam,Starred
Coma Cat (Round Table Knights Remix),0.788,0.828,0,-5.381,1,0.0384,0.000724,0.891,0.0677,0.243,124.991,399105,4,1ed9910b0db7fcb779ec65b2ded4892f,Tensnake,Starred
Coma Cat - Mark Knight Korma Cat Remix,0.614,0.949,0,-4.948,1,0.0468,0.00482,0.215,0.298,0.733,118.987,177621,4,1ed9910b0db7fcb779ec65b2ded4892f,Tensnake,Starred
Coma Cat - Original,0.745,0.82,2,-5.989,0,0.0583,0.0441,0.0435,0.0541,0.804,110.993,378655,4,1ed9910b0db7fcb779ec65b2ded4892f,Tensnake,Starred
Come Alive [War Of The Roses],0.409,0.838,8,-8.641,1,0.0727,0.0247,0.364,0.132,0.666,199.88,202027,4,1ed9910b0db7fcb779ec65b2ded4892f,Janelle Monáe,Starred
Come Get Me,0.75,0.643,1,-8.642,0,0.407,0.056,0.0,0.339,0.815,96.849,331373,4,1ed9910b0db7fcb779ec65b2ded4892f,Nas,Starred
